0.000000	23412.000000	23412.000000	26612.026006	26914.905877	28812.000000	60148.094123	60450.973994	35118.000000	35118.000000	37513.222945	45351.074454	51318.000000	68641.777055	91043.925546	35118.000000	37513.222945	43395.715080	68641.777055	119024.284920	35118.000000	37513.222945	45351.074454	68641.777055	91043.925546	23412.000000	26914.905877	28812.000000	36372.000000	60148.094123	35118.000000	37513.222945	51318.000000	68641.777055	23412.000000	28812.000000	36372.000000	26914.905877	60148.094123	35118.000000	51318.000000	0.000000	0.000000	28812.000000
50.230461	23405.506676	23457.933854	26629.621382	26927.350001	28847.623531	60172.689912	60471.966027	35119.077822	35168.985465	37573.225643	45348.857973	51336.480194	68633.184019	91074.880267	35098.596172	37491.207438	43416.161268	68692.847165	119044.418419	35172.502897	37527.418765	45404.632505	68666.354739	91047.782476	23418.515478	26938.423798	28804.252736	36381.563436	60166.475013	35108.266005	37512.450939	51343.139244	68677.374274	23427.957965	28834.751625	36373.474779	26955.727924	60157.502536	35158.159403	51328.071058	50.230461	0.000000	28862.230461
100.460922	23398.457328	23502.925877	26642.342804	26945.120566	28884.180781	60195.565686	60494.789724	35119.929835	35219.612710	37633.516691	45346.640243	51355.086261	68624.689472	91105.907553	35076.909666	37470.628426	43437.305672	68743.982541	119064.634617	35226.402184	37542.071584	45458.198842	68691.062512	91051.647644	23424.669832	26961.865092	28796.808850	36391.119046	60184.998102	35097.339550	37512.758250	51368.326585	68713.036536	23443.685248	28857.654023	36375.029466	26996.526815	60166.934107	35198.268688	51338.192234	100.460922	0.000000	28912.460922
150.691383	23390.853707	23546.959030	26650.737231	26967.672904	28921.684631	60216.720522	60519.446123	35120.569342	35269.886021	37694.075087	45344.422926	51373.819948	68616.293449	91137.007375	35052.938209	37451.504038	43459.133805	68795.181709	119084.933621	35279.673695	37557.206305	45511.772008	68715.901061	91055.521078	23430.467133	26985.207617	28789.685817	36400.667910	60203.662905	35085.237710	37514.128041	51393.562130	68748.763501	23459.183208	28880.704835	36376.665062	27037.302481	60176.388901	35238.327575	51348.363808	150.691383	0.000000	28962.691383
200.921844	23382.697332	23590.016600	26655.666119	26994.149301	28960.146417	60236.214768	60545.874994	35121.008586	35319.809656	37754.880867	45342.207713	51392.683020	68607.995982	91168.179707	35026.689068	37433.842568	43481.631456	68846.443214	119105.315538	35332.292427	37572.848660	45565.350558	68740.871076	91059.402810	23435.911449	27008.428285	28782.902057	36410.211115	60222.468938	35071.980319	37516.540709	51418.845989	68784.554827	23474.453244	28903.901646	36378.382585	27078.054859	60185.866985	35278.335784	51358.586060	200.921844	0.000000	29012.921844
251.152305	23373.989527	23632.082321	26658.056105	27023.628293	28999.575786	60254.160215	60573.964667	35121.258846	35369.387836	37815.915029	45339.996319	51411.677264	68599.797102	91199.424517	34998.178928	37417.642600	43504.784684	68897.765618	119125.780474	35384.232590	37589.025154	45618.933056	68765.973248	91063.292866	23441.006838	27031.503040	28776.476959	36419.749757	60241.415712	35057.589719	37519.974138	51444.178271	68820.410176	23489.496792	28927.241987	36380.183064	27118.783882	60195.368423	35318.293031	51368.859273	251.152305	0.000000	29063.152305
301.382766	23364.731469	23673.140503	26658.730539	27055.293078	29039.980577	60270.703765	60603.568366	35121.330523	35418.624732	37877.159455	45337.790487	51430.804483	68591.696836	91230.741780	34967.433545	37402.893353	43528.579826	68949.147505	119146.328536	35435.467688	37605.762987	45672.518077	68791.208267	91067.191278	23445.757343	27054.406845	28770.430901	36429.284939	60260.502738	35042.090487	37524.403979	51469.559089	68856.329211	23504.315329	28950.723339	36382.067544	27159.489483	60204.893283	35358.199035	51379.183730	301.382766	0.000000	29113.382766
351.613226	23354.924222	23713.176167	26658.348595	27088.492342	29081.366715	60286.009566	60634.522072	35121.233209	35467.524460	37938.596848	45335.591988	51450.066499	68583.695209	91262.131467	34934.487202	37389.575222	43553.003494	69000.587476	119166.959833	35485.970612	37623.089965	45726.104204	68816.576825	91071.098073	23450.166985	27077.113677	28764.785265	36438.817775	60279.729524	35025.509143	37529.803932	51494.988556	68892.311595	23518.910367	28974.343131	36384.037083	27200.171596	60214.441630	35398.053510	51389.559716	351.613226	0.000000	29163.613226
401.843687	23344.568784	23752.175198	26657.410588	27122.734816	29123.738138	60300.243688	60666.659850	35120.975762	35516.091065	38000.210668	45333.402618	51469.465155	68575.792244	91293.593550	34899.381999	37377.660492	43578.042573	69052.084152	119187.674471	35535.713757	37641.034375	45779.690030	68842.079617	91075.013283	23454.239758	27099.596530	28759.562436	36448.349385	60299.095579	35007.873863	37536.146040	51520.466788	68928.356997	23533.283452	28998.098744	36386.092753	27240.830155	60224.013532	35437.856171	51399.987516	401.843687	0.000000	29213.843687
452.074148	23333.666121	23790.124494	26656.287653	27157.659476	29167.096733	60313.563338	60699.824629	35120.566368	35564.328520	38061.985081	45331.224203	51489.002308	68567.987962	91325.128003	34862.167005	37367.114192	43603.684223	69103.636169	119208.472561	35584.669167	37659.624851	45833.274157	68867.717334	91078.936936	23457.979623	27121.827429	28754.785791	36457.880897	60318.600407	34989.214176	37543.400989	51545.993901	68964.465082	23547.436164	29021.987511	36388.235643	27281.465094	60233.609055	35477.606732	51410.467416	452.074148	0.000000	29264.074148
