delta_B,1_A_1_0,1_A_1_1,1_A_1_2,1_A_1_3,1_A_1_4,1_A_2_0,1_A_2_1,1_E_0,1_E_1,1_E_2,1_E_3,1_E_4,1_T_1_0,1_T_1_1,1_T_1_2,1_T_1_3,1_T_2_0,1_T_2_1,1_T_2_2,1_T_2_3,1_T_2_4,1_T_2_5,1_T_2_6,3_A_1,3_A_2_0,3_A_2_1,3_E_0,3_E_1,3_E_2,3_T_1_0,3_T_1_1,3_T_1_2,3_T_1_3,3_T_1_4,3_T_1_5,3_T_1_6,3_T_2_0,3_T_2_1,3_T_2_2,3_T_2_3,3_T_2_4,5_E,5_T_2
0.0,32.51666666666666,34.73446568966012,40.18121766680059,63.55720097700652,110.20767122208827,32.516666666666666,47.516666666666666,32.516666666666666,34.73446568966013,41.99173560512842,63.557200977006545,84.29993106153826,32.516666666666666,34.73446568966012,47.516666666666666,63.55720097700652,32.516666666666666,32.51666666666668,34.734465689660134,41.99173560512842,47.51666666666667,63.557200977006545,84.29993106153826,26.677777777777777,24.921209145329083,55.69267974355981,21.677777777777777,26.677777777777777,33.67777777777778,21.67777777777777,21.677777777777777,24.640764819922783,24.921209145329083,26.677777777777784,55.6926797435598,55.9731240689661,21.67777777777778,24.921209145329083,26.677777777777777,33.67777777777778,55.692679743559815,0.0,0.0
0.046509686038744155,32.49870015880492,34.71408096102549,40.20014932241244,63.60448811533783,110.22631335068024,32.55385129891794,47.52599172045414,32.56713231211319,34.74760996772505,42.04132639379252,63.57995809210228,84.30350229238321,32.507653708043925,34.73375086921684,47.53994374434101,63.59016136443695,32.517664649709154,32.5638754304755,34.790023743182864,41.98968330848282,47.53377795776784,63.54924446238787,84.32859283944357,26.724287463816527,24.9590073374657,55.701391237461934,21.714930494262795,26.70036765709244,33.71105455405559,21.671765440930336,21.7203091239355,24.65705683490789,24.932731482492596,26.710762529125418,55.715453622087075,55.99256113574853,21.683810627425647,24.94298499857004,26.67060438492295,33.68663281122279,55.70969908611955,0.046509686038744905,0.0
0.09301937207748831,32.47862006115865,34.695026320050154,40.21972747392214,63.6518356861853,110.24503205298348,32.59098952577538,47.535363179635446,32.61703905884944,34.761177392937824,42.09092485373806,63.60283565931463,84.30708115139255,32.49753662059216,34.73403541688284,47.56326535649623,63.623181978106246,32.51845355138281,32.610752509603905,34.84584878776367,41.987629854289445,47.55100579750232,63.54137914108815,84.35732180793549,26.770797149855266,24.996784087522148,55.710124173444235,21.75197221235987,26.72295793540648,33.74444192972196,21.66523826641242,21.76196840491358,24.668835929641542,24.949185708940195,26.744611834339647,55.73663489433772,56.013694188758464,21.689509103855716,24.964689900013312,26.663711897753828,33.695480598456555,55.72685009422029,0.09301937207748981,0.0
0.13952905811623245,32.456424267378516,34.6773185533687,40.23993870878041,63.69924232351064,110.26382742730023,32.628081088094305,47.544781303355265,32.66636453253338,34.775191023522126,42.140529637058066,63.625834315971304,84.31066766526386,32.4863312130386,34.735303741804294,47.58663160220304,63.65626250107031,32.51904568702939,32.6573018716403,34.90192137639743,41.985576783267625,47.56835180355648,63.53360504557747,84.38611794021337,26.817306835894012,25.034539334611363,55.71887861239376,21.788901523559716,26.745550839113562,33.77793908689253,21.65819787682542,21.802739842748792,24.676608546838327,24.970067504043794,26.77933762149768,55.756222705840074,56.03652418766573,21.694876975365602,24.98630334911205,26.65711649716447,33.70432213893839,55.744132319757945,0.1395290581162347,0.0
0.18603874415497662,32.43211950747184,34.66096534062846,40.26076986648121,63.746706679513615,110.2826995722821,32.66512572567769,47.554246351810626,32.71508558040118,34.789674685467425,42.19013940538449,63.648954700364186,84.31426186084772,32.47405585081047,34.737537693133575,47.61004258221678,63.68940261799413,32.519452394097236,32.70352745956267,34.95822302508715,41.98352565994817,47.58581761135806,63.52592220599727,84.41498120974771,26.863816521932755,25.0722730177062,55.72765461533767,21.82571700899422,26.76814860620043,33.811545206448635,21.650645677486384,21.842607963114425,24.681172332479246,24.994582686472175,26.814950386059827,55.7742729331751,56.0609953647889,21.699918008356715,25.007803967508934,26.65083523792647,33.71315843969706,55.761545312888,0.18603874415497626,0.0
0.2325484301937208,32.405721229826945,34.6459653707625,40.2822080405838,63.794227424317526,110.3016485869252,32.70212317728277,47.56375858624428,32.763178324152925,34.80465291998104,42.23975282960369,63.672197451694714,84.31786376514881,32.460731221376705,34.7407167947763,47.63349839889363,63.722602015147075,32.51968411691937,32.74943318133338,35.01473613813945,41.981478073140806,47.6034048739145,63.51833065019048,84.44391159027644,26.910326207971497,25.10998507563964,55.73645224344297,21.862417239780957,26.790753485659437,33.84525946828039,21.642582895653725,21.881557704921097,24.683385282253475,25.0218780486558,26.851459061124462,55.79088908759233,56.08700432149141,21.704635960858482,25.02916948123964,26.64488607288171,33.72199051535898,55.77908862207714,0.23254843019372115,0.0
0.2790581162324649,32.377253282190175,34.63230866043046,40.30424057960811,63.84180324566056,110.32067457056537,32.73907318062788,47.573318268937925,32.81061822977972,34.82015091398758,42.289368589584356,63.69556321001807,84.32147340532767,32.44638008027626,34.7448184994499,47.656999156108526,63.75586038039779,32.51975048401282,32.79502290017458,35.07144394026331,41.97943563640716,47.62111526163911,63.51083040373292,84.47290905580081,26.95683589401024,25.147675447104987,55.74527155801637,21.899000777389052,26.81336773688434,33.879081051524864,21.63401061931226,21.919574539586563,24.6840097586289,25.051197294814237,26.88887090426305,55.8062071899574,56.11441515324612,21.70903457643399,25.050376708265727,26.63928787142384,33.73081938817664,55.796761794154506,0.27905811623246607,0.0
0.3255678022712091,32.34674740899065,34.619977057094516,40.326855086942395,63.88943284859273,110.33977762287311,32.77597547239954,47.582925663204996,32.85738019615146,34.83619441185665,42.33898537391745,63.719052616186254,84.3250908087018,32.43102698466115,34.74981845522641,47.680544959174384,63.78917740320925,32.51966037846439,32.840300425529485,35.12833041490304,41.97739998853948,47.6389504621646,63.50342148996447,84.50197358058148,27.00334558004899,25.185344070656065,55.75411262050403,21.93546617402696,26.83599362904928,33.913009134799516,21.624929835309946,21.95664459929009,24.683656106065893,25.081937353724296,26.927191403134792,55.8203792275573,56.14307599284245,21.713117578468594,25.07140155295479,26.634060430649544,33.73964608805753,55.814564374362966,0.32556780227121096,0.0
0.37207748830995324,32.31424259144662,34.60894490016964,40.35003941988915,63.93711495517773,110.35895784384904,32.812829788259926,47.59258103338336,32.90343866403561,34.852809606688915,42.388601879667796,63.74266631179028,84.32871600274726,32.41469802097961,34.755690777933424,47.70413591476302,63.82255277463387,32.51942200195843,32.885269504707786,35.18538024825164,41.97537279404515,47.6569121801437,63.49610393002182,84.53110513913468,27.04985526608773,25.22299088470745,55.762975492491385,21.97181197305245,26.858633440470236,33.94704289643056,21.615341466641468,21.99275481319078,24.682787581482113,25.113643348492822,26.966424201734803,55.83355897017423,56.17283319432479,21.71688866484072,25.09221900935451,26.62922447733373,33.74847165259323,55.83249590640999,0.3720774883099525,0.0
0.41858717434869736,32.27978426348499,34.599179807099816,40.373781687966805,63.98484830420084,110.37821533381847,32.84963586285446,47.60228464482757,32.94876774696,34.870023009747655,42.43821681213725,63.76640493910105,84.33234901510018,32.39742053296818,34.762408323244905,47.72777213082727,63.85598618730833,32.51904293298162,32.929933815208265,35.242578778417226,41.97335574363652,47.675002137036536,63.48887774287063,84.56030370622871,27.09636495212648,25.260615827534686,55.7718602357029,22.008036709405367,26.88128945794889,33.98118151467648,21.605246408677186,22.027893050226226,24.681747827299805,25.14598099617464,27.006571048688762,55.845891979962474,56.2035413231281,21.72035150297167,25.112803175333482,26.624801658658786,33.757297127088805,55.85055593251819,0.4185871743486974,0.0
0.4650968603874416,32.243423440246715,34.59064354748157,40.39807025057267,64.03263165088177,110.39755019342697,32.88639342981982,47.61203676390096,32.99334138494966,34.88786129700635,42.487828884638866,63.79026914100926,84.33598987355816,32.379222855465386,34.76994295294896,47.75145371652454,63.88947733544856,32.51853017971222,32.97429695770624,35.29991194924731,41.971350554726534,47.693222070884126,63.4817429453395,84.58956925687971,27.14287463816522,25.298218837274494,55.780766912001845,22.044138910063438,26.9039639760983,34.01542416794648,21.59464556413944,22.062048266729953,24.680790333106806,25.178706992266637,27.04763176849169,55.857509893962266,56.23506887357664,21.72350972524954,25.13312727987233,26.620814519419707,33.76612356459235,55.868743993475746,0.4650968603874423,0.0
0.5116065464261856,32.205215796786604,34.58329296752979,40.42289371410428,64.08046376659264,110.4169625236351,32.92310222179212,47.6218376579674,33.037133521645075,34.90635113230513,42.53743681828211,63.81425956096435,84.33963860608193,32.360134058765404,34.77826579067432,47.775180782141916,63.923025914844565,32.517890228069454,33.01836244969085,35.3573662683519,41.96935897192965,47.71157373606797,63.474699552153645,84.61890176634846,27.189384324203964,25.33579985192504,55.789695583390035,22.08011709452158,26.926659296650282,34.04977003501384,21.583539876633267,22.095210656726202,24.680102716467978,25.211644551543635,27.089604256022504,55.86852808997782,56.26730060301826,21.726366924820415,25.153163725965246,26.61728646325158,33.774952025924684,55.8870596286865,0.5116065464261872,0.0
0.5581162324649298,32.16522073279169,34.57708092897467,40.448240928625886,64.12834343858127,110.43645242571365,32.95976197041548,47.63168759538278,33.08011830463855,34.92551896727917,42.58703934176834,63.83837684291217,84.34329524079658,32.34018370735862,34.78734746322857,47.798953439022476,63.95663162285526,32.51712908536453,33.06213371973134,35.41492876890354,41.967382767568196,47.730058903054775,63.46774757596922,84.64830121013651,27.235894010242706,25.373358809346147,55.79864631200767,22.115969775294946,26.949377727743947,34.084218295224304,21.5719303625451,22.12737180239846,24.6798248034621,25.24466512760562,27.132484494079815,55.87904560017036,56.30013761824445,21.728926651738625,25.172884151714147,26.614241695305665,33.783783579709024,55.9055023762197,0.5581162324649287,0.0
0.604625918503674,32.123500455263546,34.57195723036608,40.47410098415834,64.17626946969949,110.45602000123844,32.9963724063508,47.64158684548621,33.12227030805063,34.94539081903833,42.636635191197044,63.86262163123154,84.34695980599348,32.31940163601256,34.797158324594754,47.82277179949296,63.990294158403415,32.51625231996169,33.10561410235086,35.47258697482975,41.96542374218394,47.74867935812651,63.46088702740891,84.67776756398273,27.282403696281452,25.41089564725958,55.80761916013299,22.15169545844612,26.97212158319536,34.11876812869921,21.55981814113189,22.158524821901487,24.680061513655787,25.27767531026625,27.176266593105876,55.88914629351029,56.333496193050564,21.731192409466388,25.192259512237854,26.6117051437614,33.79261930240076,55.924071772859506,0.6046259185036736,0.0
0.6511356045424181,32.08011910579769,34.56786948408255,40.50046320666254,64.22424067813637,110.4756653520855,33.032933259284874,47.651535678590875,33.16356477541768,34.96599202752628,42.686223109881595,63.88699457067005,84.35063233013166,32.29781774527775,34.80766866050173,47.846635976792676,64.02401322197029,32.51526509732237,33.148806833482446,35.53032886904911,41.96348372505481,47.76743690309491,63.454117915097164,84.70730080385975,27.32891338232019,25.448410303249243,55.816614190182065,22.187292644136612,26.994893181747884,34.153418716533665,21.547204462633754,22.188664511418782,24.680891884372993,25.310607570562976,27.220942851723695,55.89890063325343,56.36730601077272,21.733167651712144,25.211260184947143,26.609702357634138,33.80146027831698,55.942767354154235,0.6511356045424186,0.0
0.6976452905811622,32.03514195303135,34.56476392841121,40.52731715377862,64.2722558971564,110.49538858042581,33.06944425793981,47.66153436597469,33.20397787990889,34.987346995541685,42.7358018481752,63.91149630627842,84.35431284183935,32.27546181769679,34.81884887229008,47.870546085003895,64.05778851559042,32.51417221277513,33.19171504648056,35.58814286443641,41.96156457471684,47.78633335500039,63.447440245696825,84.7369009059707,27.37542306835894,25.485902714761504,55.82563146470856,22.22275982720299,27.01769484630314,34.18816924098954,21.534090734256996,22.21778747818055,24.682375368091897,25.343413724849917,27.26650383623371,55.90836758074174,56.40150826049981,21.73485577959601,25.22985610052021,26.608259378555935,33.81030759966607,55.96158865446517,0.6976452905811634,0.0
0.7441549766199065,31.98863466463643,34.56258616026674,40.55465261037602,64.32031397484246,110.51518978872046,33.10590513008272,47.67158317987052,33.243486997773644,35.00947891552041,42.78537016330611,63.936127483343846,84.35800136991567,32.252363355275975,34.830669639514305,47.89450223898329,64.09161974284635,32.5129781213216,33.23434176866044,35.646017777234505,41.959668179490755,47.8053705457945,63.44085402394577,84.7665678467455,27.421932754397684,25.523372819105422,55.83467104640338,22.25809549775767,27.04052890313223,34.22301888568324,21.520478543890054,22.24589226107099,24.684556244791466,25.37606028190951,27.31293847681906,55.91759641227282,56.43605382021692,21.736260139129868,25.24801690151788,26.607402584602504,33.819162366576776,55.980535207015095,0.744154976619905,0.0
0.7906646626586507,31.940662667405093,34.56128177995376,40.58245958396297,64.36841377384367,110.53506907971543,33.14231560253575,47.681682393456235,33.28207098980343,35.03240948829522,42.834926819222346,63.96088874732253,84.36169794333242,32.22855143816378,34.843102061336786,47.918504554294756,64.12550660886332,32.511686964761694,33.27668991833593,35.70394280265962,41.957796458013604,47.8245503220061,63.4343592526946,84.79630160283773,27.46844244043643,25.560820553453052,55.843732998094495,22.293298141814716,27.063397681067322,34.2579668357686,21.506369681433572,22.27297943548743,24.687466741087523,25.4085250872495,27.360234177910495,55.926628341657356,56.47090163426122,21.737384018999162,25.265712129974695,26.607158504843174,33.82802568712724,55.999606543936615,0.7906646626586533,0.0
0.8371743486973947,31.891290598852034,34.560796944505746,40.610728299997774,64.4165541711275,110.55502655643657,33.17867540118637,47.69183228084435,33.31971048454652,35.05615864009448,42.884470586445104,63.98578074377075,84.36540259123531,32.20405460397584,34.85611777727424,47.942553147143364,64.15944882030395,32.510302596393196,33.31876230232696,35.761907492474265,41.95595135977498,47.8438745443902,63.42795593294453,84.82610215112138,27.514952126475173,25.598245854839703,55.85281738274658,22.328366241940525,27.08630351067323,34.29301227811437,21.49176615764619,22.299051699278923,24.691129263139953,25.440794863617242,27.40837693996716,55.9354979143038,56.50601731925002,21.738230648632978,25.28291144446622,26.60755360412713,33.83689867737334,56.018802196319946,0.8371743486973948,0.0
0.8836840347361389,31.840581849541007,34.56107883035644,40.63944919713936,64.4647340577372,110.57506232218437,33.21498425099806,47.70203311707141,33.35638815612676,35.08074424492913,42.934000241931315,64.01080411827508,84.36911534294617,32.178900746811124,34.869689068251716,47.96664813431053,64.19344608536277,32.50882860351792,33.36056161390666,35.81990173432643,41.954134865657515,47.86334508755973,63.421644063886035,84.85596946868746,27.56146181251392,25.635648660164254,55.861924263460764,22.363298277929566,27.109248723399183,34.328154401476866,21.476670220430584,22.32411393689454,24.695558021368843,25.472863375469874,27.457351489843003,55.94423417721055,56.54137199410213,21.7388031965487,25.2995848660763,26.608614038696015,33.845782461376814,56.038121694260525,0.8836840347361397,0.0
0.9301937207748832,31.788598192096995,34.56207600935001,40.668612922468164,64.51295233855298,110.59517648052893,33.251241876021226,47.71228517808699,33.39208898887561,35.10618186015888,42.983514568944535,64.03595951638142,84.3728362279642,32.15311703471194,34.88378893921153,47.9907896330905,64.22749811376094,32.50726832796298,33.402090431159024,35.877915732675646,41.95234898848193,47.88296383959921,63.41542364293817,84.88590353284106,27.60797149855266,25.67302890618943,55.87105370347434,22.398092727505105,27.132235650710598,34.36339239666739,21.46108436850839,22.348173259309736,24.700760237181573,25.50473003249804,27.50714141692123,55.95286164694412,56.57694131207267,21.739104768957404,25.31570305137877,26.610365384522233,33.8546781712326,56.0575645669061,0.9301937207748813,0.0
