10Dq,1_A_1_0,1_A_1_1,1_A_1_2,1_A_1_3,1_A_1_4,1_A_2_0,1_A_2_1,1_E_0,1_E_1,1_E_2,1_E_3,1_E_4,1_T_1_0,1_T_1_1,1_T_1_2,1_T_1_3,1_T_2_0,1_T_2_1,1_T_2_2,1_T_2_3,1_T_2_4,1_T_2_5,1_T_2_6,3_A_1,3_A_2_0,3_A_2_1,3_E_0,3_E_1,3_E_2,3_T_1_0,3_T_1_1,3_T_1_2,3_T_1_3,3_T_1_4,3_T_1_5,3_T_1_6,3_T_2_0,3_T_2_1,3_T_2_2,3_T_2_3,3_T_2_4,5_E,5_T_2
0.0,35117.99999999999,37513.22294483293,43395.71508014464,68641.77705516704,119024.28491985533,35118.0,51318.0,35118.0,37513.22294483294,45351.07445353869,68641.77705516707,91043.92554646132,35118.0,37513.22294483293,51318.0,68641.77705516704,35118.0,35118.000000000015,37513.222944832945,45351.07445353869,51318.00000000001,68641.77705516707,91043.92554646132,28812.0,26914.90587695541,60148.09412304459,23412.0,28812.0,36372.0,23411.999999999993,23412.0,26612.026005516607,26914.90587695541,28812.000000000007,60148.09412304458,60450.973994483385,23412.000000000004,26914.90587695541,28812.0,36372.0,60148.0941230446,0.0,0.0
50.23046092184369,35098.596171509314,37491.20743790753,43416.16126820544,68692.84716456485,119044.41841873467,35158.15940283138,51328.07105809047,35172.502897082246,37527.418765143055,45404.632505295915,68666.35473947047,91047.78247577387,35108.26600468744,37512.45093875419,51343.13924388829,68677.37427359191,35119.07782168589,35168.98546491354,37573.225642637495,45348.857973161445,51336.48019438927,68633.1840193789,91074.88026659905,28862.230460921848,26955.727924462957,60157.50253645889,23452.124933803818,28836.397069659834,36407.93891838004,23405.506676204765,23457.93385385034,26629.621381700523,26927.350001092003,28847.62353145545,60172.68991185404,60471.96602660841,23418.515477619698,26938.423798455642,28804.252735716786,36381.56343612062,60166.47501300911,50.2304609218445,0.0
100.46092184368737,35076.909666051346,37470.62842565417,43437.305671835915,68743.98254108013,119064.63461722215,35198.26868783741,51338.19223400628,35226.402183557395,37542.07158437285,45458.198842037105,68691.0625120598,91051.64764350395,35097.33955023953,37512.75825023347,51368.32658501593,68713.03653635475,35119.929835493436,35219.61271037222,37633.51669078477,45346.6402426326,51355.08626130251,68624.6894723752,91105.90755257034,28912.46092184369,26996.52681452392,60166.93410731977,23492.12998934866,28860.794570239,36443.997284099714,23398.457327725413,23502.92587730667,26642.342804012864,26945.120565655412,28884.18078108682,60195.565685884736,60494.78972385914,23424.669832164174,26961.865092014377,28796.808849574136,36391.11904633308,60184.99810175791,100.460921843689,0.0
150.69138276553105,35052.9382087688,37451.504037638195,43459.13380548284,68795.18170939149,119084.93362148425,35238.32757514185,51348.36380762369,35279.67369513605,37557.206305403895,45511.77200802271,68715.90106124901,91055.52107848498,35085.23771008169,37514.12804114864,51393.56213037929,68748.76350115593,35120.569341991744,35269.88602137152,37694.07508650923,45344.42292592904,51373.819947841,68616.29344922367,91137.00737543043,28962.691382765533,27037.302481380273,60176.38890138526,23532.013645444495,28885.194906242647,36480.17421384393,23390.85370697145,23546.959030168695,26650.737230585393,26967.672904367297,28921.684631217497,60216.72052230728,60519.446122678986,23430.46713339485,26985.207617041015,28789.68581693763,36400.66791005346,60203.662905338584,150.6913827655335,0.0
200.92184368737475,35026.68906806959,37433.84256787873,43481.63145579971,68846.4432138747,119105.31553806466,35278.335783731905,51358.58605995547,35332.29242683327,37572.848660304815,45565.350557815254,68740.87107639332,91059.40280971554,35071.98031887531,37516.54070858426,51418.84598879412,68784.55482743366,35121.008585625015,35319.809656327685,37754.88086709412,45342.20771274403,51392.683020266704,68607.99598247705,91168.17970652753,29012.921843687374,27078.054859122694,60185.86698456468,23571.77436971376,28909.600494696464,36516.468822964525,23382.697331685296,23590.016600163577,26655.666119077585,26994.14930138995,28960.14641694461,60236.21476782911,60545.874993972015,23435.91144902525,27008.42828490965,28782.902056960585,36410.21111487283,60222.468937919046,200.92184368737435,0.0
251.15230460921845,34998.1789282131,37417.642600423496,43504.7846838305,68897.76561826293,119125.78047387922,35318.29303146539,51368.859273143826,35384.23259008516,37589.02515357952,45618.93305597198,68765.97324783029,91063.29286636072,35057.58971908684,37519.974138358404,51444.17827080512,68820.41017635884,35121.25884627292,35369.387835840054,37815.915029190604,45339.996318992075,51411.67726382766,68599.79710220572,91199.42451749856,29063.15230460922,27118.78388169081,60195.36842291841,23611.410618963433,28934.01376451219,36552.88022574282,23373.98952730602,23632.082321314785,26658.056104833755,27023.628292548263,28999.57578601442,60254.16021459972,60573.96466721073,23441.00683772716,27031.503039738815,28776.476958712246,36419.7497565877,60241.415711843314,251.15230460921885,0.0
301.3827655310621,34967.43354476539,37402.893353264895,43528.57982597676,68949.1475053134,119146.3285362106,35358.199035078105,51379.18373045296,35435.4676881621,37605.76298710659,45672.518076751105,68791.20826681952,91067.19127775388,35042.09048669836,37524.40397940589,51469.559088597205,68856.32921082962,35121.33052273384,35418.624732188546,37877.159455484376,45337.79048731973,51430.80448257024,68591.69683603155,91230.74178026487,29113.38276553106,27159.489482873385,60204.89328265768,23650.920839580176,28958.43715583509,36589.40753564685,23364.73146885724,23673.14050275349,26658.73053931921,27055.293078399376,29039.980576604095,60270.70376515399,60603.56836550581,23445.75734254871,27054.406844926983,28770.430901137748,36429.28493923077,60260.50273768687,301.38276553106334,0.0
351.6132264529058,34934.487201709904,37389.575221662075,43553.003493897784,69000.58747648016,119166.95983270297,35398.0535101915,51389.5597162614,35485.97061184358,37623.089964805185,45726.10420383085,68816.57682548116,91071.09807339795,35025.50914343404,37529.80393164452,51494.988555908334,68892.31159546599,35121.23320874154,35467.52445957185,37938.59684809529,45335.59198762264,51450.06649913777,68583.69520916163,91262.131467028,29163.613226452908,27200.17159630855,60214.441630144356,23690.303467949117,28982.873119373224,36626.049865583474,23354.92422213474,23713.176167233298,26658.348594551164,27088.49234202224,29081.366715385575,60286.00956576188,60634.52207226984,23450.166984746083,27077.113677191173,28764.78526510151,36438.817775102136,60279.729524312,351.61322645290784,0.0
401.8436873747495,34899.38199876235,37377.66049218321,43578.042573480285,69052.08415159195,119187.67447135696,35437.85617132072,51399.98751605403,35535.71375715846,37641.03437522403,45779.690030041216,68842.0796167335,91075.01328296703,35007.87386265797,37536.146040168096,51520.46678794406,68928.35699660458,35120.97576211511,35516.09106508441,38000.21066811177,45333.40261756876,51469.4651545552,68575.79224442356,91293.59355026546,29213.84368737475,27240.830155484047,60224.0135318907,23729.556930896644,29007.324115707856,36662.806328145,23344.568783972783,23752.17519824604,26657.410588000683,27122.73481637225,29123.738137873588,60300.24368778817,60666.65984987077,23454.23975802798,27099.59653010287,28759.562435520427,36448.34938480069,60299.09557892279,401.8436873747487,0.0
452.07414829659314,34862.16700456379,37367.1141916678,43603.68422300415,69103.6361685369,119208.47256052395,35477.60673188282,51410.467416413776,35584.6691667168,37659.62485052747,45833.27415710823,68867.71733422914,91078.9369363082,34989.21417560563,37543.4009891045,51545.99390129345,68964.465082293,35120.56636762015,35564.328520424926,38061.9850806906,45331.224203127436,51489.00230799946,68567.98796230028,91325.12800272701,29264.074148296597,27281.46509373746,60233.609054559136,23768.679646157798,29031.7926145848,36699.6760358506,23333.66612137136,23790.124494244323,26656.28765348379,27157.65947586861,29167.096732583865,60313.56333835947,60699.82462897835,23457.979623209405,27121.82742936016,28754.78579135149,36457.88089725591,60318.600407119644,452.0741482965932,0.0
502.3046092184369,34822.897315466456,37357.895031280095,43629.91587061848,69155.24218295231,119229.35420890112,35517.304904205404,51420.99970501303,35632.80869574563,37678.89020076686,45886.855195409975,68893.49067229,91082.86906344282,34969.560683902615,37551.538389184876,51571.5700138465,69000.63552228444,35120.0125940892,35612.24071432273,38123.9049051871,45329.058599104654,51508.67983655485,68560.28238096666,91356.7347974301,29314.304609218438,27322.076344256453,60243.22826496199,23807.670022868515,29056.281094186164,36736.65810138219,23322.217209270595,23827.01212806835,26655.25355975535,27193.00355164797,29211.442309971026,60326.110685479245,60733.87438346277,23461.3905032695,27143.777462262115,28750.479680973283,36467.41344975973,60338.243512953806,502.3046092184377,0.0
552.5350701402805,34781.63306052953,37349.95640493218,43656.725211232624,69206.90086792005,119250.31952552592,35556.95039953549,51431.58467060479,35680.10420337668,37698.85922288954,45940.43176374468,68919.4003258415,91086.8096945685,34948.944783466635,37560.527053928265,51597.19524471327,69036.86798803213,35119.32144631501,35659.83144566612,38185.95556982006,45326.90768968402,51528.499634953405,68552.67551632594,91388.41390765633,29364.535070140282,27362.663840079043,60252.87123006124,23846.526462083308,29080.792040382305,36773.75163781495,23310.223066763927,23862.827509264298,26654.510933785416,27228.576115667125,29256.772596504303,60338.01033717605,60768.684651259726,23464.476278806047,27165.416824042466,28746.66938031171,36476.948187998656,60358.02439898142,552.5350701402822,0.0
602.7655310621242,34738.438391415024,37343.24740329264,43684.10020291596,69258.61091366777,119271.36861977074,35596.542928048715,51442.222603013404,35726.52776900963,37719.5604846615,45994.00248910981,68945.44699034514,91090.7588600603,34927.39840394731,37570.335260286854,51622.869714144275,69073.16215268368,35118.49941219369,35707.10441730985,38248.12307041583,45324.773388973656,51548.46361529916,68545.16738204675,91420.16530694743,29414.765531062123,27403.22751409384,60262.53801696828,23885.24735731854,29105.32794596346,36810.95575884225,23297.68479154871,23897.56154659034,26654.21078773907,27264.23833781407,29303.0832536062,60349.36924818399,60804.148627704,23467.240783877714,27186.71488385128,28743.38103093012,36486.48626608575,60377.94256631727,602.765531062123,0.0
652.9959919839679,34693.38049168463,37337.713808795364,43712.02906289101,69310.37102727545,119292.50160133751,35636.082198858865,51452.9137931251,35772.05193269468,37741.022084561395,46047.56600649281,68971.63136173006,91094.71659047296,34904.95376689356,37580.93099056234,51648.5935434524,69109.51769107569,35117.55250555862,35754.06323053893,38310.393932816136,45322.65764155865,51568.57370677663,68537.75798960163,91451.98896910134,29464.995991983968,27443.767299040344,60272.22869294362,23923.831095121808,29129.891309850987,36848.26957899515,23284.603592422438,23931.206807653605,26654.46643474825,27299.88933508755,29350.367920554345,60360.277996991106,60840.17588849461,23469.6878022237,27207.640273216883,28740.641555262315,36496.02884659282,60397.997514688264,652.9959919839675,0.0
703.2264529058116,34646.52863426151,37333.29904280915,43740.50026319554,69362.17993238728,119313.71858025235,35675.567920027665,51463.658532878144,35816.649957451096,37763.27138972838,46101.12095867212,68997.95413632365,91098.6829165422,34881.643164899964,37592.28215334187,51674.36685493609,69145.93427972791,35116.48630510816,35800.71138016104,38372.75517857304,45320.56242305919,51588.831855342505,68530.44734830494,91483.88486816853,29515.22645290581,27484.28312750918,60281.94332539663,23962.276055667542,29154.484636287714,36885.69221385636,23270.980819644454,23963.757672332285,26655.363235122833,27335.456176208012,29398.618279861592,60370.81268391371,60876.69049163454,23471.821063849115,27228.160999742915,28738.478546244867,36505.57710058234,60418.18874248657,703.226452905812,0.0
753.4569138276552,34597.95330927386,37329.94504268411,43769.502526080905,69414.03636892891,119335.01966685988,35714.999798574994,51474.45711525266,35860.2961103016,37786.33475518502,46154.665996029216,69024.4160107807,91102.65786918649,34857.498763112526,37604.356782073286,51700.18977180421,69182.41159683764,35115.30598979714,35847.052250199005,38435.194293591325,45318.48974069419,51609.240023400416,68523.23546535257,91515.85297844835,29565.456913827657,27524.774931942426,60291.68198188524,24000.58061337923,29179.11043400739,36923.2227802687,23256.817992997556,23995.210476434993,26656.96539753925,27370.88682283791,29447.824143132406,60381.03698720108,60913.6289213398,23473.64424196369,27248.244588561825,28736.92012884041,36515.132207639355,60438.51574682238,753.4569138276565,0.0
803.687374749499,34547.72543780734,37327.59305308808,43799.0248192061,69465.93909282987,119356.4049718181,35754.37754048934,51485.30983426016,35902.96595759554,37810.237228762046,46208.1997763706,69051.01768201136,91106.64147950892,34832.55242369806,37617.12321067545,51726.06241810196,69218.94932227406,35114.01637102733,35893.089110153276,38497.69919941326,45316.441633850016,51629.80018945806,68516.12234586143,91547.89327448515,29615.687374749497,27565.242644633854,60301.44473011565,24038.743137578283,29203.77121538281,36960.8603965379,23242.116827401256,24025.56364195667,26659.32074437478,27406.14510446227,29497.973554964585,60391.00412525465,60950.93812583428,23475.16095026026,27267.858253639308,28735.994791370704,36524.69535590292,60458.9780235763,803.6873747494974,0.0
853.9178356713427,34495.9156807975,37326.18432235006,43829.05635068001,69517.88687575117,119377.87460609266,35793.70085073861,51496.21698493273,35944.6366689877,37835.00224735884,46261.720964760134,69077.75984710833,91110.633778799,34806.83555321688,37630.55022624373,51751.984918638336,69255.54713757239,35112.62192194263,35938.825111802806,38560.258226872385,45314.42017465469,51650.514347766584,68509.10799291017,91580.00573106475,29665.917835671346,27605.686197729297,60311.23163794205,24076.761993159893,29228.46949555271,36998.604182630086,23226.879255948257,24054.817790326422,26662.464080374524,27441.20709422946,29549.052912143336,60400.75860898994,60988.57376500211,23476.374740519095,27286.96910037267,28735.731185230627,36534.267742097414,60479.575067451544,853.9178356713455,0.0
904.1482965931863,34442.593846760195,37325.660700066204,43859.5865639976,69569.8785048177,119399.4286809515,35832.96943328128,51507.1788633119,35985.287323310244,37860.65133130204,46315.228233360715,69104.64320327241,91114.63479853413,34780.37897229391,37644.60719945618,51777.957398914834,69292.20472592827,35111.12680410465,35984.263286513116,38622.86009187221,45312.427468556976,51671.38450794141,68502.19240758009,91612.19032321108,29716.148296593186,27646.10552322688,60321.04277336631,24114.635541295767,29253.20779152709,37036.453260363516,23211.107450257885,24082.975835221238,26666.41960419115,27476.05845270662,29601.047095164533,60410.33774744811,61026.49870479002,23477.289100523616,27305.544360023516,28736.1578924573,36543.850571563205,60500.306372025545,904.1482965931864,0.0
954.37875751503,34387.82839750429,37325.96513678496,43890.60513291051,69621.91278235617,119421.06730795912,35872.182991077905,51518.19576643712,36024.8992086169,37887.20378452346,46368.720261285824,69131.66844773709,91118.64457038186,34753.21280655601,37659.26419371185,51803.979985055375,69328.92177219178,35109.534891799354,36029.40654301919,38685.49387307254,45310.46565491012,51692.41269456451,68495.37558899692,91644.44702618246,29766.37875751503,27686.500552977395,60330.87820453763,24152.362140163932,29277.988621271117,37074.406753595016,23194.803838065032,24110.043051846103,26671.20266307835,27510.692445507466,29653.939609030444,60419.772911387394,61064.6817536303,23477.907452272597,27323.551655362407,28737.303161791697,36553.44505828696,60521.17142980137,954.3787575150309,0.0
1004.6092184368738,34331.686047464755,37327.04209009801,43922.101956265615,69673.98852563722,119442.79059897125,35911.34122610292,51529.267992333946,36063.45610798566,37914.67640897159,46422.195734460096,69158.83627769194,91122.66312620134,34725.36639748889,37674.49205434845,51830.05280373774,69365.69796286181,35107.84979420002,36074.25766565175,38748.148991289694,45308.53690756048,51713.600946767154,68488.65753437323,91676.77581546834,29816.609218436875,27726.871218684584,60340.73799975229,24189.940145705514,29302.814502767447,37112.46378840078,23177.971117989062,24136.027120054514,26676.8210561561,27545.10843509788,29707.71273027493,60429.09057869965,61103.096617038485,23478.233150473996,27340.95929548907,28739.19461528401,36563.05242493121,60542.16973225859,1004.6092184368717,0.0
1054.8396793587174,34274.231449806626,37328.837843957685,43954.0671528424,69726.10456662286,119464.5986661292,35950.44383935684,51540.395840001875,36100.944562326644,37943.08324201002,46475.65334548893,69186.14739020511,91126.69049804547,34696.868231652865,37690.26247949994,51856.17598212595,69402.53298607998,35106.074875590566,36118.81931297583,38810.81519043894,45306.64343544067,51734.951317793166,68482.03823905141,91709.17666678561,29866.839679358716,27767.217451905504,60350.62222745321,24227.36791240845,29327.68795305714,37150.62349325185,23160.61227145491,24160.93813929031,26683.27602747322,27579.310710530077,29762.34765728957,60438.31319207835,61141.72103995967,23478.269481305226,27357.73659616494,28741.858929121492,36572.67390286313,60563.3007699039,1054.8396793587199,0.0
1105.070140280561,34215.52696087194,37331.30074962294,43986.49105621335,69778.25975171824,119486.49162185409,35989.490530878764,51551.5796094018,36137.354101531906,37972.43532546616,46529.091793536936,69213.60248214405,91130.72671816261,34667.74588656941,37706.54807428213,51882.34964780411,69439.42653162491,35104.213273833,36163.094016810785,38873.48251986627,45304.787483166416,51756.465874542126,68475.51769654735,91741.64955607579,29917.07014028056,27807.539184050816,60360.53095622975,24264.643794117907,29352.611487259186,37188.88499918403,23142.730571766697,24184.788614051107,26690.563046529234,27613.307561475536,29817.82466121734,60447.45985950834,61180.53610629347,23478.019661424973,27373.85422022337,28745.321494128268,36582.310732182596,60584.56403232136,1105.0701402805607,0.0
1155.3006012024048,34155.632473730475,37334.381397452395,44019.36420964946,69830.45294152862,119508.46957884144,36028.4809997593,51562.819601443116,36172.67743586513,38002.740514432866,46582.50978421484,69241.20225009578,91134.77181899862,34638.02599153789,37723.3223900468,51908.5739287114,69476.37829090632,35102.26791724467,36207.08418160229,38936.14131793431,45302.971331638175,51778.14669709193,68469.09589859466,91774.19445950119,29967.300601202405,27847.836346385193,60370.46425481721,24301.766144873334,29377.58761756891,37227.247439962564,23124.329590362897,24207.59340937421,26698.672444099364,27647.110531654478,29874.123234942577,60456.54692535219,61219.52566782151,23477.486837221524,27389.284530811205,28749.606063198553,36591.964161749114,60605.959008221995,1155.3006012024052,0.0
