delta_B,3_T_1_0,3_T_1_1,3_T_1_2,3_T_1_3,3_T_1_4,3_T_1_5,3_T_1_6,1_T_2_0,1_T_2_1,1_T_2_2,1_T_2_3,1_T_2_4,1_T_2_5,1_T_2_6,1_A_1_0,1_A_1_1,1_A_1_2,1_A_1_3,1_A_1_4,1_E_1_0,1_E_1_1,1_E_1_2,1_E_1_3,1_E_1_4,3_T_2_0,3_T_2_1,3_T_2_2,3_T_2_3,3_T_2_4,1_T_1_0,1_T_1_1,1_T_1_2,1_T_1_3,3_E_1_0,3_E_1_1,3_E_1_2,3_A_2_0,3_A_2_1,1_A_2_0,1_A_2_1,5_E_1,5_T_2,3_A_1
0.0,22.443999999999996,22.444,25.607025073813084,25.79332388324716,27.443999999999996,56.92767611675283,57.11397492618694,33.666,33.666000000000004,36.056489802771026,43.255616208644064,48.666,65.10851019722897,85.90938379135595,33.666000000000004,36.05648980277103,41.617280521211114,65.10851019722898,112.60271947878884,33.666,36.05648980277103,43.25561620864408,65.10851019722897,85.90938379135589,22.443999999999996,25.79332388324716,27.443999999999996,34.444,56.927676116752835,33.666000000000004,36.056489802771026,48.666000000000004,65.10851019722897,22.444,27.444,34.444,25.793323883247158,56.92767611675284,33.666,48.666000000000004,0.0,0.0,27.444
0.0041492269471544085,22.44683834686781,22.490432723619723,25.629341295488032,25.82958938119563,27.456817306491594,56.9471580709341,57.13979195328923,33.665101358221726,33.706420996357664,36.04887887287322,43.298932386406456,48.692325854785345,65.15694236109407,85.92536724814768,33.72181279633987,36.11695810516174,41.642430484746164,65.10812254202911,112.62764514960924,33.66203060328049,36.0865451445238,43.252881754208786,65.12983708650913,85.94768995042085,22.47982946514284,25.815296998631933,27.492121713200216,34.47758654938025,56.954134351530925,33.714626116801824,36.09931073800276,48.686764645999375,65.12077530761066,22.452255004295928,27.465337897717934,34.455899367457675,25.800846244414565,56.96164602505698,33.67428012052123,48.69921214895031,0.0,0.041492269471543476,27.444
0.008298453894308817,22.449030722407564,22.536478395846267,25.647107524053727,25.870623195150053,27.47036650267273,56.965008481009974,57.16732333463201,33.66394947591348,33.74666844212566,36.041479712479315,43.3422445994932,48.718745791835744,65.20544623361785,85.94140390030711,33.77609846005114,36.1783255772627,41.66809579511078,65.1077869288279,112.65263139451977,33.65767478118592,36.116878643402416,43.25015565435738,65.15125779526035,85.98600220368009,22.515396266960288,25.837223369127745,27.540454326172217,34.511167770502375,56.98069642300971,33.7624277855946,36.14287078748259,48.707566275542256,65.13308876820983,22.460423764969523,27.486672786933582,34.46788798703998,25.808352218513107,56.99563232042998,33.682523695871396,48.73246084307168,0.0,0.08298453894308695,27.444
0.012447680841463226,22.45058786781117,22.582135569896298,25.661379795023233,25.915371735513403,27.484635913809505,56.98145342977116,57.19634292183372,33.662542027893835,33.78673290164142,36.03430626798316,43.38555179311195,48.74525869059462,65.25402178438257,85.95749376805101,33.82887193275822,36.24056701695262,41.694285763792415,65.10750437274709,112.67767814740817,33.6529446923771,36.147477608665355,43.247438900361495,65.17277188360444,86.02432053182083,22.550697922621502,25.85911677403075,27.588986934745755,34.54474296658395,57.007362635676564,33.809400077542406,36.18717471138812,48.72840483108532,65.14545080522802,22.46850726001909,27.50800311238515,34.47996643601038,25.815841847248848,57.02963496116578,33.6907309079043,48.765745900510325,0.0,0.12447680841463044,27.444
0.016596907788617634,22.45152051410181,22.62740259260611,25.673107795472283,25.96288871170603,27.499613128871896,56.99673036111944,57.226613207667135,33.6608766941793,33.8266042524596,36.02737314300536,43.4288529267832,48.77186344177287,65.30266898156532,85.97363687177901,33.88015185859303,36.30365338172854,41.721009827705394,65.1072759011338,112.70278534238388,33.64785206736307,36.17832976957676,43.24473249084365,65.1943789123582,86.06264491563067,22.585731961690385,25.880990415116358,27.637709196257404,34.57831144562957,57.03413329285097,33.855539615995845,36.2322257154062,48.74928025636916,65.15786164588732,22.4765064601725,27.529327327472338,34.49213529024133,25.823315172237685,57.063653905648486,33.698901937792854,48.799067140093314,0.0,0.1659690778861739,27.444
0.02074613473577204,22.45183935046868,22.672277585811436,25.68300184080293,26.012468068071424,27.515285138154923,57.011059739773195,57.25791366634826,33.6589511654276,33.86627163288028,36.02069564562464,43.472146974080765,48.79855894741923,65.35138779192211,85.98983323207626,33.929960295817104,36.36755208215537,41.748277543931465,65.10710255374634,112.72795291378056,33.64240820896247,36.20942327471141,43.24203743198455,65.21607844306052,86.10097533599642,22.62049593014305,25.902856937848178,27.68661130436854,34.61187252041436,57.06100869665673,33.90084460725023,36.27802541992044,48.77019249646989,65.17032151843259,22.484422328745875,27.550643894547164,34.50439512406467,25.830772235005263,57.09768911235246,33.70703696602604,48.83242438133168,0.0,0.2074613473577174,27.444
0.024895361682926453,22.451554996455894,22.71675842797968,25.69155668846974,26.06362007512526,27.531638474488762,57.02463144399572,57.290054360802024,33.65676314856384,33.905723386122816,36.014289838782496,43.5154329223759,48.82534412098475,65.40017818077153,86.00608286971566,33.97832239128764,36.43222731338131,41.776098583547466,65.1069853829419,112.7531807961588,33.63662399530404,36.24074668871361,43.239354737737976,65.23787003799909,86.1393117739038,22.6549873945277,25.92472845255165,27.7356839637761,34.64542550846756,57.08798914799404,33.945314855741735,36.3245738447597,48.79114149785178,65.18283065213458,22.492255821511666,27.571951285197642,34.516746510119965,25.83821307698696,57.13174053984231,33.71513617240593,48.865817444423335,0.0,0.24895361682926465,27.444
0.029044588630080862,22.450677977800645,22.760842736177263,25.699112130076962,26.11601063624617,27.548659356651026,57.03760175862034,57.32287894963079,33.65431037257426,33.944947001191686,36.00817259383012,43.55870977258489,48.852217887382345,65.44904011197978,86.02238580566018,34.025266027909105,36.4976404146491,41.80448272446858,65.10692545386785,112.77846892430858,33.6305098849801,36.27228898689612,43.23668543005279,65.25975326023656,86.177654210436,22.68920394625912,25.946616555270175,27.78491836510591,34.67896973205658,57.11507494651145,33.988951763340694,36.3718694098488,48.812127208420655,65.19538927729226,22.500007886575794,27.593247980524453,34.52919001920056,25.84563773952781,57.165808146772996,33.723199736044954,48.89924615025585,0.0,0.29044588630080814,27.444
0.03319381557723527,22.44921870569521,22.80452784846208,25.7059049631385,26.169409209753002,27.566333833881334,57.05009603085641,57.35626203130286,33.65159059445,33.98392905057102,36.00236164709707,43.60197653891995,48.87917918304117,65.4979735479447,86.03874206106555,34.070821455328606,36.563750246618405,41.83343984323488,65.1069238446556,112.80381723325192,33.62407592400241,36.30403954802947,43.23403053910299,65.28172767363625,86.21600262677356,22.72314320603873,25.968532348083247,27.83430616021822,34.71250451817121,57.142266390577994,34.03175831276957,36.419908951733625,48.833149577578254,65.20799762523562,22.507679464263653,27.61453247141085,34.54172622009785,25.8530462638825,57.19989189188985,33.731227835363185,48.93271032040918,0.0,0.33193815577235536,27.444
0.03734304252438968,22.447187459233692,22.847810806799156,25.71210499999058,26.223652689788455,27.58464793072797,57.06221348362263,57.39010433081307,33.648601605262044,34.022655125005436,35.996875659244374,43.64523224864397,48.90622695595612,65.5469784495811,86.05515165728258,34.11502091376454,36.630513576681494,41.86297990566732,65.10698164661719,112.82922565824504,33.61733175424373,36.3359881456382,43.23139110352549,65.30379284288722,86.25435700419315,22.75680282839026,25.99048645871819,27.88383943810399,34.74602919850823,57.16956377725487,34.07373903553999,36.46868775558625,48.85420855627734,65.22065592832811,22.515271487014715,27.635803258785952,34.554355679443226,25.86043869121528,57.23399173402862,33.73922064808576,48.966209777158134,0.0,0.37343042524389886,27.444
