10Dq,1_A_1_0,1_A_1_1,1_E_0,1_E_1,1_T_1,1_T_2_0,1_T_2_1,3_A_2,3_T_1_0,3_T_1_1,3_T_2
680.6806806806808,18591.985075251294,45957.24000927401,12472.45690930649,18451.768175218822,18472.112542262657,12141.295922102212,18102.24848174242,1230.7932229433363,0.0,13319.544403844631,550.1125422626556
720.7207207207207,18630.708883539115,45983.90580881109,12501.52845214328,18488.086240206925,18504.8073461751,12154.505765017067,18114.388206612417,1303.528066895823,0.0,13344.893971629484,582.8073461751019
760.7607607607608,18669.35400016122,46010.722146247324,12530.105391581708,18524.970754826834,18537.538073204272,12167.617106315429,18126.698279332355,1376.2988339650337,0.0,13370.315385647784,615.5380732042722
800.8008008008007,18707.920071780623,46037.68896588889,12558.189725247656,18562.41931242186,18570.304518834757,12180.629687252083,18139.17854961663,1449.105319635557,0.0,13395.80823686871,648.3045188347569
840.840840840841,18746.40674867912,46064.80621038578,12585.78371725654,18600.429241808357,18603.10647953245,12193.543268250047,18151.828849974012,1521.9473203732905,0.0,13421.372118224059,681.1064795324501
880.880880880881,18784.813684776636,46092.07382071544,12612.889891836163,18638.99761365592,18635.94375274604,12206.357628926457,18164.648995684744,1594.8246336269212,0.0,13447.0066246112,713.9437527460404
920.920920920921,18823.140537650186,46119.49173616647,12639.511026357584,18678.121247459072,18668.816136908332,12219.072568105952,18177.638784789786,1667.7370578292503,0.0,13472.711352895738,746.8161369083291
960.9609609609611,18861.38696855236,46147.05989432243,12665.650143814546,18717.796719060254,18701.7234314374,12231.687903821603,18190.797998092236,1740.6843923983597,0.0,13498.485901913838,779.7234314373991
1001.0010010010011,18899.55264242946,46174.77823104584,12691.310504794445,18758.02036868085,18734.665436737647,12244.203473303302,18204.12639917099,1813.6664377386478,0.0,13524.329872474293,812.6654367376468
1041.0410410410411,18937.637227939067,46202.64668046222,12716.495598985799,18798.788309415482,18767.64195420064,12256.61913295373,18217.62373440651,1886.682995241682,0.0,13550.242867360243,845.6419542006406
1081.081081081081,18975.64039746732,46230.66517494443,12741.209136268772,18840.096436142972,18800.652786205872,12268.934758311887,18231.289733018777,1959.7338672869546,0.0,13576.224491330664,878.6527862058729
1121.1211211211212,19013.561827145633,46258.83364509703,12765.455037436393,18881.940434806264,18833.69773612133,12281.150244004246,18245.12410711729,2032.8188572424506,0.0,13602.274351121538,911.6977361213294
1161.1611611611613,19051.40119686703,46287.15201974087,12789.237424594878,18924.31579201303,18866.776608303953,12293.265503683633,18259.12655176311,2105.937769465114,0.0,13628.392055446744,944.7766083039533
1201.2012012012015,19089.158190302034,46315.620225897874,12812.560611291648,18967.217804908258,18899.889208099954,12305.280469955944,18273.29674504276,2179.090409301155,0.0,13654.577214998706,977.889208099954
1241.2412412412414,19126.832494914095,46344.23818877589,12835.429092419621,19010.64159127037,18933.035341844996,12317.195094294759,18287.634348153988,2252.2765830862363,0.0,13680.829442448747,1011.035341844995
1281.2812812812813,19164.42380197457,46373.005831753915,12857.84753394572,19054.58209978276,18966.21481686424,12329.009346944065,18302.139005503137,2325.4960981455233,0.0,13707.148352447202,1044.2148168642416
1321.3213213213214,19201.931806577282,46401.9230763673,12879.820762510786,19099.034120433793,18999.42744147229,12340.723216809187,18316.810344814072,2398.7487627936116,0.0,13733.533561623257,1077.4274414722895
1361.3613613613616,19239.356207652585,46430.98984229334,12901.353754946762,19143.99229499916,19032.67302497296,12352.336711336115,18331.647977248445,2472.0343863343223,0.0,13759.984688584562,1110.6730249729608
1401.4014014014015,19276.696707981027,46460.20604733695,12922.4516277556,19189.451127562377,19065.95137765899,12363.849856379431,18346.651497537143,2545.3527790603894,0.0,13786.501353916574,1143.9513776589874
1441.4414414414414,19313.95301420652,46489.57160741661,12943.119626592501,19235.40499503063,19099.262310811566,12375.26269605902,18361.82048412267,2618.703752253007,0.0,13813.08318018169,1177.2623108115658
1481.4814814814815,19351.12483684907,46519.086436550526,12963.363115794116,19281.84815760548,19132.6056366998,12386.575292605803,18377.154499312313,2692.08711818128,0.0,13839.729791918118,1210.605636699799
1521.5215215215217,19388.21189031707,46548.75044684299,12983.187567990062,19328.77476917,19165.98116858003,12397.787726196704,18392.653089441832,2765.502690101551,0.0,13866.440815638536,1243.9811685800296
1561.5615615615616,19425.213892919095,46578.56354847099,13002.59855383378,19376.178887556307,19199.388720695042,12408.900094779143,18408.31578504938,2838.9502822566046,0.0,13893.215879828527,1277.388720695043
1601.6016016016015,19462.130566875283,46608.52564967111,13021.601731886258,19424.054484660126,19232.828108273192,12419.912513885294,18424.142101059493,2912.4297098747948,0.0,13920.054614944784,1310.8281082731928
1641.6416416416419,19498.961638328226,46638.636656726536,13040.202838683372,19472.39545637139,19266.29914752738,12430.82511643635,18440.131536976765,2985.9407891690216,0.0,13946.956653413119,1344.2991475273793
