delta_B,1_A_1_0,1_A_1_1,1_E_0,1_E_1,1_T_3_0,1_T_3_1,3_T_1_0,3_T_1_1,1_T_1,3_T_2,3_A_2
0.0,20.840000000000003,52.940000000000005,13.84,20.840000000000003,13.84,20.840000000000003,0.0,15.0,20.840000000000003,0.0,0.0
0.0046558186093069815,20.886516399977623,52.96802285525336,13.883616886056995,20.87092236917399,13.857240211322166,20.850740857815744,0.0,15.027981069137915,20.87726962761549,0.037269627615491074,0.08382781370856127
0.009311637218613963,20.93294890689236,52.99622157512347,13.926669776639123,20.902500705376706,13.874374313356348,20.861679796473343,0.0,15.056054109829693,20.914585241007916,0.07458524100791608,0.16770161319405646
0.013967455827920945,20.979297042290323,53.0245961245631,13.96915540048862,20.934737766364794,13.891401644453923,20.87281696412028,0.0,15.084218608574202,20.951946583426707,0.11194658342670706,0.2516211417059166
0.018623274437227926,21.0255603314679,53.05314646693596,14.011070792698517,20.967636005705334,13.908321562646993,20.88415249138458,0.0,15.112474054031571,20.989353399201924,0.14935339920192597,0.33558614357420463
0.02327909304653491,21.07173830350243,53.081872563996825,14.052413301758536,21.001197565740714,13.925133445901556,20.895686491132345,0.0,15.140819937033898,21.026805433749622,0.18680543374962433,0.41959636421497315
0.02793491165584189,21.117830491282383,53.11077437587149,14.093180595847306,21.035424271306574,13.941836692359642,20.907419058235817,0.0,15.169255750595463,21.06430243357694,0.22430243357694052,0.5036515501353596
0.03259073026514887,21.16383643153717,53.13985186103677,14.133370668333004,21.070317624240936,13.958430720570112,20.919350269352343,0.0,15.197780989922457,21.10184414628697,0.26184414628697217,0.5877514489384603
0.03724654887445585,21.209755664866357,53.169104976300446,14.172981842448879,21.105878798717928,13.974914969707717,20.931480182714534,0.0,15.226395152422247,21.139430320583408,0.29943032058340363,0.671895809327962
0.04190236748376283,21.255587735768504,53.198533676781324,14.212012775114824,21.142108637435,13.991288899780168,20.94380883793203,0.0,15.255097737712196,21.17706070627491,0.33706070627491225,0.7560843811125408
0.04655818609306982,21.301332192669513,53.22813791588915,14.25046245988134,21.179007648677327,14.007551991822897,20.95633625580507,0.0,15.283888247627967,21.214735054279334,0.3747350542793324,0.8403169152100312
0.0512140047023768,21.34698858795052,53.257917645304694,14.288330228977442,21.216576004277776,14.023703748081187,20.96906243815026,0.0,15.312766186231453,21.25245311662761,0.4124531166276092,0.9245931636513771
0.05586982331168378,21.392556477975273,53.287872814959776,14.325615754449714,21.254813538485337,14.039743692179474,20.981987367638745,0.0,15.341731059818215,21.290214646467525,0.450214646467527,1.008912879584364
0.06052564192099076,21.438035423117075,53.31800337301734,14.362319048385363,21.293719747749062,14.055671369277464,20.99511100764705,0.0,15.370782376924513,21.32801939806721,0.4880193980672111,1.0932758172771184
0.06518146053029775,21.48342498778522,53.34830926585164,14.398440462217819,21.333293791419038,14.071486346212975,21.008433302120906,0.0,15.399919648333881,21.36586712681843,0.5258671268184285,1.177681732121406
0.06983727913960473,21.528724740450965,53.3787904380284,14.43398068511944,21.373534493359927,14.08718821163116,21.02195417545216,0.0,15.42914238708332,21.40375758923968,0.5637575892396842,1.2621303806357318
0.0744930977489117,21.573934253673023,53.40944683228514,14.468940741491256,21.414440344466914,14.102776576100004,21.035673532369053,0.0,15.458450108469059,21.441690542979085,0.6016905429790863,1.346621520468203
0.07914891635821869,21.619053104122536,53.440278389511555,14.50332198756569,21.456009506068398,14.118251072211878,21.049591257840024,0.0,15.4878423300519,21.479665746817044,0.6396657468170435,1.4311549103992305
0.08380473496752566,21.664080872607588,53.471285048729854,14.537126107143347,21.4982398141941,14.133611354671007,21.06370721699118,0.0,15.51731857166219,21.517682960668722,0.6776829606687231,1.5157303103439803
0.08846055357683265,21.709017144097242,53.50246674707549,14.570355106490359,21.541128784682368,14.14885710036678,21.078021255037623,0.0,15.5468783554044,21.55574194558636,0.7157419455863631,1.6003474813546903
0.09311637218613963,21.75386150774505,53.53382341977764,14.603011308427506,21.584673619095177,14.163988008432652,21.092533197228637,0.0,15.57652120566129,21.593842463761344,0.7538424637613431,1.6850061856227385
0.09777219079544662,21.798613556912052,53.56535500014016,14.63509734564714,21.628871211405066,14.179003800290753,21.107242848806987,0.0,15.606246649097743,21.631984278526105,0.7919842785261048,1.7697061864805703
0.1024280094047536,21.843272889189365,53.597061419522355,14.666616153297863,21.673718155413862,14.193904219681924,21.122149994982262,0.0,15.636054214664187,21.670167154355862,0.830167154355861,1.8544472484033967
0.10708382801406058,21.887839106420145,53.62894260732015,14.697570960880913,21.71921075285939,14.208689032681342,21.13725440091835,0.0,15.665943433599695,21.708390856870146,0.8683908568701502,1.9392291370107562
0.11173964662336756,21.932311814721157,53.66099849094721,14.727965283505286,21.765345022163082,14.223358027699536,21.152555811735155,0.0,15.695913839434695,21.746655152834183,0.906655152834185,2.02405161906786
0.11639546523267455,21.97669062450378,53.69322899581633,14.757802912551682,21.81211670776843,14.237911015468955,21.168053952524406,0.0,15.725964967993363,21.784959810160053,0.9449598101600545,2.1089144624868
0.12105128384198152,22.020975150494515,53.72563404532093,14.78708790579744,21.859521290018005,14.252347829015966,21.183748528379663,0.0,15.75609635739563,21.823304597907722,0.9833045979077216,2.1938174363275373
0.1257071024512885,22.065165011754996,53.7582135608168,14.815824577056713,21.907553995515087,14.266668323618475,21.19963922444044,0.0,15.786307548058911,21.8616892862859,1.0216892862858986,2.2787603107987846
0.1303629210605955,22.10925983170148,53.79096746160394,14.844017485391158,21.956209807914263,14.280872376749123,21.215725705950337,0.0,15.816598082699462,21.90011364665271,1.0601136466527086,2.3637428572586634
0.13501873966990247,22.153259238123823,53.82389566490862,14.871671423947532,22.005483479084916,14.294959888004227,21.232007618329195,0.0,15.846967506333423,21.938577451516228,1.0985774515162248,2.448764848215249
0.13967455827920947,22.197162863203936,53.85699808586572,14.89879140847866,22.055369540591,14.308930779018539,21.248484587259025,0.0,15.877415366277566,21.977080474534826,1.1370804745348302,2.5338260573269245
0.14433037688851644,22.24097034353375,53.890274637501115,14.925382665604207,22.10586231543066,14.322784993366,21.26515621878371,0.0,15.907941212149705,22.015622490517433,1.175622490517436,2.6189262594026004
0.1489861954978234,22.284681320132623,53.923725230714446,14.951450620867115,22.156955929979958,14.33652249644659,21.28202209942225,0.0,15.93854459586884,22.054203275423536,1.2142032754235368,2.7040652304017714
0.1536420141071304,22.328295438464252,53.957349774262006,14.97700088664045,22.208644326085803,14.350143275359521,21.29908179629543,0.0,15.96922507165495,22.09282260636313,1.2528226063631274,2.789242747434432
0.15829783271643738,22.37181234845304,53.9911481747399,15.002039249938095,22.260921273254837,14.363647338762924,21.316334857265637,0.0,15.99998219602856,22.131480261596465,1.291480261596466,2.87445858876084
0.16295365132574435,22.415231704499988,54.02512033656742,15.026571660180927,22.31378038088648,14.377034716720269,21.3337808110897,0.0,16.03081552780997,22.170176020533706,1.3301760205337052,2.959712533791149
0.16760946993505133,22.458553165498,54.05926616197075,15.050604216968024,22.367215110500734,14.390305460533746,21.3514191675845,0.0,16.06172462811824,22.208909663734378,1.368909663734379,3.045004363084892
0.17226528854435832,22.50177639484667,54.093585550966814,15.074143157900135,22.421218787913347,14.403459642564886,21.36924941780502,0.0,16.092709060369906,22.247680972906743,1.4076809729067432,3.1303338583503257
