10Dq,1_A_1_0,1_A_1_1,1_E_0,1_E_1,1_T_3_0,1_T_3_1,3_T_1_0,3_T_1_1,1_T_1,3_T_2,3_A_2
480.48048048048054,18397.598571058734,45827.57062086541,12320.029548826755,18279.13964309739,12074.179575274347,18044.50913616932,0.0,13193.888711443666,18309.58459596207,387.1845959620732,867.6650764425531
520.5205205205206,18436.710463880685,45853.482900794916,12351.594381611412,18312.598983064192,12087.87737757862,18055.795466576463,0.0,13218.872844155081,18342.0966823378,419.6966823378016,940.2172028583218
560.5605605605606,18475.74548949529,45879.54596863241,12382.658797507323,18346.632660620373,12101.478257743158,18067.25263982398,0.0,13243.930897567137,18374.64572906385,452.24572906384856,1012.8062896244091
600.6006006006007,18514.70327678783,45905.75977670443,12413.223389202718,18381.239664289536,12114.981862002798,18078.880590888857,0.0,13269.062452891656,18407.231526746127,484.8315267461285,1085.4321273467294
640.6406406406406,18553.5834581588,45932.12427576522,12443.28903768248,18416.418696241548,12128.387855446003,18090.679237837387,0.0,13294.26709328339,18439.853866962014,517.4538669620142,1158.0945076026546
680.6806806806808,18592.38566954538,45958.63941497994,12472.856909306493,18452.168175218823,12141.695922102215,18102.64848174242,0.0,13319.544403844633,18472.51254226266,550.1125422626574,1230.7932229433382
720.7207207207207,18631.109550442525,45985.30514190767,12501.928452143278,18488.486240206927,12154.905765017067,18114.788206612415,0.0,13344.893971629484,18505.207346175102,582.8073461751019,1303.528066895823
760.7607607607608,18669.75474392363,46012.12140248492,12530.505391581708,18525.370754826836,12168.01710631543,18127.098279332356,0.0,13370.315385647784,18537.93807320427,615.5380732042722,1376.2988339650337
800.8008008008007,18708.32089666074,46039.08814100877,12558.589725247655,18562.819312421852,12181.029687252081,18139.578549616628,0.0,13395.80823686871,18570.704518834755,648.3045188347551,1449.1053196355551
840.840840840841,18746.807658944366,46066.205300120535,12586.18371725654,18600.82924180836,12193.943268250046,18152.22884997401,0.0,13421.372118224059,18603.50647953245,681.1064795324501,1521.9473203732905
880.880880880881,18785.214684702853,46093.472820789226,12613.289891836162,18639.39761365592,12206.757628926454,18165.048995684745,0.0,13447.0066246112,18636.34375274604,713.9437527460404,1594.8246336269212
920.920920920921,18823.541631521326,46120.89064229533,12639.911026357586,18678.521247459073,12219.472568105954,18178.038784789784,0.0,13472.711352895738,18669.216136908326,746.8161369083291,1667.7370578292503
960.9609609609611,18861.788160660195,46148.4587022146,12666.050143814546,18718.19671906025,12232.0879038216,18191.197998092233,0.0,13498.485901913838,18702.123431437398,779.7234314373991,1740.6843923983597
1001.0010010010011,18899.953937073253,46176.176936402044,12691.710504794446,18758.420368680847,12244.603473303301,18204.52639917099,0.0,13524.329872474293,18735.065436737645,812.6654367376468,1813.6664377386478
1041.0410410410411,18938.038629425282,46204.045278976,12716.895598985799,18799.188309415484,12257.01913295373,18218.02373440651,0.0,13550.242867360243,18768.041954200642,845.6419542006406,1886.682995241682
1081.081081081081,18976.041910109296,46232.06366230245,12741.609136268773,18840.496436142974,12269.334758311888,18231.68973301878,0.0,13576.224491330664,18801.052786205873,878.6527862058729,1959.7338672869546
1121.1211211211212,19013.96345526327,46260.23201697939,12765.855037436395,18882.340434806265,12281.550244004246,18245.52410711729,0.0,13602.274351121538,18834.09773612133,911.6977361213294,2032.8188572424506
1161.1611611611613,19051.802944786486,46288.55027182141,12789.637424594877,18924.715792013027,12293.665503683635,18259.52655176311,0.0,13628.392055446744,18867.176608303955,944.7766083039533,2105.937769465114
1201.2012012012015,19089.560062355384,46317.01835384452,12812.960611291648,18967.61780490826,12305.680469955943,18273.696745042762,0.0,13654.577214998706,18900.28920809995,977.889208099954,2179.090409301155
1241.2412412412414,19127.234495439025,46345.63618825096,12835.829092419619,19011.04159127037,12317.59509429476,18288.03434815399,0.0,13680.829442448747,18933.435341844994,1011.035341844995,2252.2765830862363
