10Dq,1_A_1_0,1_A_1_1,1_E_0,1_E_1,1_T_3_0,1_T_3_1,3_T_1_0,3_T_1_1,1_T_1,3_T_2,3_A_2
0.0,22060.540000000005,56611.88999999999,14850.539999999999,22060.54,14850.539999999999,22060.54,0.0,15450.0,22060.54,0.0,0.0
40.04004004004004,22092.527508112245,56659.982571967834,14884.64256536014,22106.517514719937,14907.685645634152,22123.514474485964,72.05544346504394,15498.064676655074,22100.58004004004,40.04004004003946,0.0
80.08008008008008,22124.426051550352,56708.1641086098,14918.311646768358,22152.928513391802,14964.722645440219,22186.59759480002,144.07752618290397,15546.162714057336,22140.62008008008,80.08008008008073,0.0
120.12012012012013,22156.235755915728,56756.434484324505,14951.549530336551,22199.770709903685,15021.651272055118,22249.789088305242,216.06609245475101,15594.294267905609,22180.66012012012,120.12012012012019,0.0
160.16016016016016,22187.95674794013,56804.79357238018,14984.358639197488,22247.04168112283,15078.471806928517,22313.088673551963,288.02098605169886,15642.459494428786,22220.70016016016,160.16016016016147,0.0
200.2002002002002,22219.589155476453,56853.241244923935,15016.74152936142,22294.73887103898,15135.184540200597,22376.4960604,359.9420502175217,15690.65855038308,22260.740200200198,200.20020020020092,0.0
240.24024024024027,22251.133107489564,56901.77737299091,15048.700885403257,22342.85959507722,15191.789770576792,22440.010950143926,431.8291276714808,15738.89159304924,22300.780240240238,240.24024024024038,0.0
280.2802802802803,22282.588734046934,56950.40182651363,15080.23951599635,22391.40104456421,15248.28780519963,22503.633035641207,503.68206061122146,15787.15878022962,22340.820280280277,280.28028028028166,0.0
320.3203203203203,22313.956166309377,56999.11447433127,15111.360349309263,22440.360291331373,15304.678959517805,22567.36200144315,575.5006907157749,15835.460270245185,22380.860320320317,320.3203203203193,0.0
360.36036036036035,22345.235536521643,57047.915184199075,15142.066428282014,22489.7342924387,15360.963557152609,22631.197523928466,647.2848591486709,15883.796221932407,22420.900360360356,360.36036036035875,0.0
400.4004004004004,22376.426978003008,57096.80382279779,15172.36090579828,22539.51989500252,15417.14192976182,22695.13927143938,719.0344065611162,15932.166794640087,22460.9404004004,400.40040040040003,0.0
440.4404404404405,22407.53062513778,57145.7802557431,15202.247039769918,22589.713841110963,15473.214416901197,22759.186904420123,790.7491730952916,15980.572148226029,22500.98044044044,440.4404404404395,0.0
480.48048048048054,22438.54661336585,57194.84434759511,15231.728188150184,22640.31277281078,15529.181365883738,22823.340075557702,862.4289983877561,16029.012443053685,22541.02048048048,480.48048048048076,0.0
520.5205205205206,22469.47507917309,57243.99596186795,15260.80780389153,22691.31323714951,15585.043131636743,22887.598429924816,934.0737215729223,16077.48783998864,22581.06052052052,520.5205205205202,0.0
560.5605605605606,22500.316160081802,57293.234961039314,15289.489429863752,22742.71169125737,15640.80007655691,22951.96160512477,1005.6831812866549,16125.998500395024,22621.10056056056,560.5605605605597,0.0
600.6006006006007,22531.069994641082,57342.561206560116,15317.776693747706,22794.504507453494,15696.452570363526,23016.429231438276,1077.2572156699807,16174.544586131822,22661.1406006006,600.600600600601,0.0
640.6406406406406,22561.73672241717,57391.97455886411,15345.673302919473,22846.687978361806,15752.000989949902,23081.000931972016,1148.7956623728542,16223.126259549066,22701.18064064064,640.6406406406404,0.0
680.6806806806808,22592.31648398373,57441.47487737763,15373.183039339177,22899.258322022186,15807.445719233201,23145.67632280884,1220.2983585580987,16271.743683483945,22741.22068068068,680.6806806806817,0.0
720.7207207207207,22622.809420912177,57491.062020529265,15400.309754458243,22952.211686983195,15862.78714900274,23210.455013159422,1291.7651409053879,16320.397021256773,22781.26072072072,720.7207207207211,0.0
760.7607607607608,22653.215675761865,57540.73584575965,15427.0573641581,23005.544157363423,15918.025676766945,23275.33660551533,1363.195845615378,16369.086436666905,22821.300760760758,760.7607607607606,0.0
800.8008008008007,22683.535392070342,57590.49620953126,15453.429843732776,23059.251757868824,15973.16170659908,23340.32069580332,1434.5903084139181,16417.812093988487,22861.3408008008,800.8008008008019,0.0
840.840840840841,22713.76871434349,57640.34296733819,15479.43122292708,23113.3304587546,16028.195648981802,23405.40687354072,1505.9483645563923,16466.57415796613,22901.38084084084,840.8408408408413,0.0
880.880880880881,22743.915788045713,57690.27597371604,15505.065581041305,23167.77618072045,16083.127920650797,23470.594721991845,1577.2698488321612,16515.372793810482,22941.42088088088,880.8808808808808,0.0
920.920920920921,22773.976759590067,57740.29508225177,15530.337042112751,23222.58479972909,16137.95894443751,23535.883818325252,1648.5545955691105,16564.208167193654,22981.460920920923,920.9209209209221,0.0
960.9609609609611,22803.951776328337,57790.40014559357,15555.24977018344,23277.75215173848,16192.689149111144,23601.273733771734,1719.8024386383167,16613.080444244566,23021.500960960962,960.9609609609597,0.0
1001.0010010010011,22833.840986541152,57840.59101546084,15579.807964662796,23333.274037339208,16247.318969220041,23666.76403378296,1791.0132114588368,16661.98979154417,23061.541001001002,1001.001001001001,0.0
1041.0410410410411,22863.644539428038,57890.86754265404,15604.015855793132,23389.14622628895,16301.84884493257,23732.35427819055,1862.1867470025782,16710.936376120542,23101.58104104104,1041.0410410410404,0.0
1081.081081081081,22893.36258509741,57941.22957706475,15627.877700225163,23445.364461937,16356.279221877627,23798.044021365615,1933.3228777993381,16759.920365443904,23141.62108108108,1081.08108108108,0.0
1121.1211211211212,22922.99527455667,57991.67696768557,15651.397776709866,23501.92446553238,16410.61055098487,23863.83281237849,2004.4214359419002,16808.941927421463,23181.66112112112,1121.1211211211212,0.0
1161.1611611611613,22952.542759702166,58042.209562620155,15674.580381912365,23558.82194040996,16464.84328832482,23929.72019515866,2075.4822530912916,16858.00123039219,23221.70116116116,1161.1611611611606,0.0
1201.2012012012015,22982.005193309167,58092.82720909324,15697.429826352736,23616.052576049668,16518.977894948912,23995.705708654692,2146.5051604821447,16907.09844312146,23261.7412012012,1201.201201201202,0.0
1241.2412412412414,23011.382729021865,58143.529753460614,15719.950430477904,23673.612052004577,16573.014836729606,24061.788886994116,2217.4899889281605,16956.23373479556,23301.78124124124,1241.2412412412414,0.0
1281.2812812812813,23040.675521343313,58194.31704121925,15742.146520868171,23731.496041694387,16626.954584200754,24127.969259643087,2288.436568827733,17005.407275016114,23341.821281281278,1281.2812812812808,0.0
1321.3213213213214,23069.883725625376,58245.18891701726,15764.02242658118,23789.700216061465,16680.79761239815,24194.246351565816,2359.3447301696524,17054.619233794314,23381.86132132132,1321.321321321322,0.0
1361.3613613613616,23099.007498058665,58296.14522466405,15785.582475635516,23848.220247087207,16734.54440070054,24260.619683383542,2430.2143025389523,17103.86978154513,23421.90136136136,1361.3613613613616,0.0
1401.4014014014015,23128.046995662466,58347.18580714034,15806.830991635608,23907.051811167195,16788.195432671142,24327.08877153306,2501.045115122889,17153.159089081317,23461.941401401404,1401.4014014014028,0.0
1441.4414414414414,23157.002376274642,58398.310506608235,15827.77229053884,23966.190592344043,16841.751195899684,24393.653128424638,2571.836996717012,17202.487327607312,23501.981441441443,1441.4414414414423,0.0
1481.4814814814815,23185.873798541565,58449.51916442141,15848.410677565498,24025.63228539746,16895.212181845214,24460.312262599226,2642.5897757314015,17251.854668713044,23542.02148148148,1481.4814814814818,0.0
1521.5215215215217,23214.661421908007,58500.81162113504,15868.750444251407,24085.372598791637,16948.57888567962,24527.065678884945,2713.3032801969985,17301.261284367567,23582.061521521522,1521.521521521523,0.0
1561.5615615615616,23243.365406607016,58552.18771651611,15888.795865642836,24145.407257480285,17001.85180613207,24593.91287855261,2783.9773377720776,17350.707346912604,23622.10156156156,1561.5615615615625,0.0
1601.6016016016015,23271.985913649864,58603.64728955334,15908.551197632745,24205.732005570455,17055.031445334378,24660.85335947042,2854.6117757488482,17400.193029055954,23662.1416016016,1601.6016016016001,0.0
1641.6416416416419,23300.523104815908,58655.19017846738,15928.020674436999,24266.342608846284,17108.11830866744,24727.886616257485,2925.206421060181,17449.718503864748,23702.18164164164,1641.6416416416414,0.0
1681.681681681682,23328.97714264247,58706.816220720895,15947.208506208855,24327.234857154504,17161.112904608763,24795.01214043628,2995.7611002864505,17499.283944758594,23742.22168168168,1681.6816816816809,0.0
1721.721721721722,23357.348190414767,58758.525253028674,15966.118876789744,24388.4045666537,17214.01574458122,24862.229420583946,3066.2756396625473,17548.889525502622,23782.26172172172,1721.7217217217221,0.0
1761.761761761762,23385.636412155778,58810.31711136774,15984.755941593889,24449.84758192963,17266.82734280307,24929.537942482217,3136.74986508497,17598.535420200315,23822.30176176176,1761.7617617617616,0.0
1801.801801801802,23413.84197261616,58862.19163098745,16003.123825624269,24511.559777979335,17319.548216139337,24996.937189266067,3207.1836021190957,17648.22180328631,23862.341801801802,1801.8018018018029,0.0
1841.841841841842,23441.96503726413,58914.14864641955,16021.226621616966,24573.537062066716,17372.178883954595,25064.42664157093,3277.576676006549,17697.94884951898,23902.38184184184,1841.8418418418423,0.0
1881.881881881882,23470.005772275414,58966.18799148835,16039.068388310927,24635.775375452835,17424.71986796725,25132.005777678394,3347.9289116727223,17747.716733972924,23942.42188188188,1881.8818818818818,0.0
1921.9219219219221,23497.96434452312,59018.30949932072,16056.653148839774,24698.270695004067,17477.171692105363,25199.6740736604,3418.240133734429,17797.525632031335,23982.46192192192,1921.9219219219212,0.0
1961.961961961962,23525.84092156768,59070.513002356245,16073.984889242383,24761.01903468154,17529.534882364096,25267.43100352179,3488.5101665076954,17847.37571937819,24022.501961961963,1961.9619619619625,0.0
2002.0020020020022,23553.635671646785,59122.79833235722,16091.067557088567,24824.016446915433,17581.809966664798,25335.276039341206,3558.738834015663,17897.26717199034,24062.542002002003,2002.002002002002,0.0
2042.042042042042,23581.348763665315,59175.16532041876,16107.905060216324,24887.25902386776,17633.99747471584,25403.208651410285,3628.9259599966645,17947.200166129463,24102.582042042042,2042.0420420420432,0.0
2082.0820820820823,23608.980367185308,59227.61379697885,16124.50126557685,24950.742898587312,17686.097937875216,25471.228308371028,3699.071367912412,17997.174878333837,24142.62208208208,2082.0820820820827,0.0
2122.122122122122,23636.53065241592,59280.14359182832,16140.859998183541,25014.4642460607,17738.11188901493,25539.334477351433,3769.174880956326,18047.19148541004,24182.66212212212,2122.122122122122,0.0
2162.162162162162,23663.999790203387,59332.754534120926,16156.985040161173,25078.419284163152,17790.039862387326,25607.526624099162,3839.236322062018,18097.25016442447,24222.70216216216,2162.1621621621634,0.0
2202.2022022022024,23691.387952021065,59385.44645238333,16172.880129891337,25142.604274513065,17841.882393493222,25675.804213113377,3909.255513911883,18147.35109269472,24262.7422022022,2202.202202202201,0.0
2242.2422422422424,23718.69530995939,59438.21917452509,16188.548961250337,25207.01552323415,17893.64001895211,25744.166707774617,3979.2322789458694,18197.49444778086,24302.782242242243,2242.2422422422424,0.0
