10Dq,2_T_2_0,2_T_2_1,2_T_2_2,2_T_2_3,2_T_2_4,2_T_1_0,2_T_1_1,2_T_1_2,2_T_1_3,2_T_1_4,2_E_0,2_E_1,2_E_2,2_E_3,4_T_1_0,4_T_1_1,4_A_2,4_T_2,2_A_1,2_A_2
1041.0410410410411,17468.181177741106,21661.49845058763,24180.404590337235,35629.6825917705,56516.36343580978,17058.722904672846,21301.77558787153,22213.28591450047,22339.88841408049,35815.113425120915,16978.812643461235,22177.64998196505,24440.793051692133,56387.3255280868,1860.6959334347303,15032.427189688393,0.0,1041.0410410410404,17111.549041041042,35471.54904104104
1081.081081081081,17520.182148902804,21695.912273853326,24236.326308102383,35675.21742121817,56568.73233440981,17090.63144879478,21329.1111664461,22274.002118780314,22405.683676136658,35869.59807632863,17003.650638654843,22234.71091593666,24512.450206614132,56433.96964419978,1931.7099773467016,15081.53326589654,0.0,1081.08108108108,17151.58908108108,35511.58908108108
1121.1211211211212,17572.05613122856,21730.061265384964,24292.584000748117,35720.71095511639,56621.198374248735,17122.111322372293,21356.641916506764,22334.724314757754,22471.616649351854,35924.172523738074,17027.916591029378,22291.461048577945,24584.945787262444,56480.65817873583,2002.6812405859764,15130.682122777387,0.0,1121.1211211211212,17191.62912112112,35551.62912112112
1161.1611611611613,17623.803449301307,21763.950550561643,24349.172179607624,35766.16344608943,56673.761341406964,17153.165990759364,21384.366891350088,22395.44634716228,22537.691117402046,35978.83662029321,17051.627317863604,22347.88852360731,24658.27462804328,56527.3913362916,2073.6095094584252,15179.873974025058,0.0,1161.1611611611606,17231.66916116116,35591.66916116116
1201.2012012012015,17675.424424572255,21797.585307470894,24406.085305707984,35811.5751489408,56726.4210205153,17183.799027872665,21412.285061519226,22456.162373117048,22603.910526088002,36033.59021861027,17074.79923006822,22403.983179356503,24732.430273678263,56574.16932290305,2144.494569694798,15229.10903390881,0.0,1201.201201201202,17271.709201201204,35631.7092012012
1241.2412412412414,17726.91937491455,21830.970753744896,24463.31780337062,35856.94632064288,56779.17719477453,17214.01411103198,21440.39531693966,22516.866872698683,22670.277975819215,36088.43317095793,17097.448326510766,22459.73650250205,24807.405031140483,56620.99234605293,2215.3362064600587,15278.387517263665,0.0,1241.2412412412414,17311.749241241243,35671.74924124124
1281.2812812812813,17778.288614176687,21864.112134182986,24520.864073025747,35902.27722032676,56832.029645975505,17243.815015740427,21468.696469188224,22577.55465529565,22736.796218225612,36143.36532923777,17119.59019041383,22515.141570924177,24883.190030390106,56667.8606146783,2286.1342043629847,15327.709639480858,0.0,1281.2812812812808,17351.789281281282,35711.78928128128
1321.3213213213214,17829.53245173557,21897.014709174033,24578.718503226934,35947.56810927247,56884.978154518925,17273.205610418656,21497.187253886434,22638.22086197949,22803.46765667817,36198.3865449652,17141.23998762551,22570.192987076065,24959.775292726976,56714.77433917806,2356.888347465947,15377.075616498018,0.0,1321.321321321322,17391.829321321326,35751.829321321326
1361.3613613613616,17880.651192049372,21929.683743924008,24636.87548186044,35992.81925089905,56938.022499435305,17302.189851106537,21525.866333208076,22698.86096419108,22870.294350411932,36253.49666925054,17162.412466570706,22624.886803321442,25037.14980549419,56761.73373142047,2427.598419294927,15426.485664789156,0.0,1361.3613613613616,17431.869361361365,35791.869361361365
1401.4014014014015,17931.645134210452,21962.124498486584,24695.329406551446,36038.03091075501,56991.16245840494,17330.771776146205,21554.732298491483,22759.47075911158,22937.278021878432,36308.695552780715,17183.121959701657,22679.220440732475,25115.301601822295,56808.739004750605,2498.264202849783,15475.940001354424,0.0,1401.4014014014028,17471.909401401404,35831.909401401404
