10Dq,2_A_1,2_A_2,2_E_0,2_E_1,2_E_2,2_E_3,2_T_1_0,2_T_1_1,2_T_1_2,2_T_1_3,2_T_1_4,2_T_2_0,2_T_2_1,2_T_2_2,2_T_2_3,2_T_2_4,4_A_2,4_T_1_0,4_T_1_1,4_T_2
0.0,16068.0,34428.0,16068.0,20658.0,22855.69252952667,55184.307470473344,16068.000000000004,20657.999999999996,20658.0,20658.000000000004,34428.000000000015,16067.999999999998,20658.0,22855.692529526666,34427.999999999985,55184.307470473315,0.0,0.0,13770.0,0.0
40.04004004004004,16108.04004004004,34468.04004004004,16114.370612820117,20714.278698093578,22907.688290187474,55229.862599099,16111.810751421568,20680.226979677253,20716.038962289676,20722.06465727342,34480.09888957832,16123.416419715024,20700.546265231464,22901.506027303298,34474.68978161617,55234.08174637427,0.0,72.05341116205273,13818.066708958066,40.04004004003946
80.08008008008008,16148.08008008008,34508.08008008008,16159.683605373859,20770.982990155284,22960.27649730375,55275.45730756753,16155.154389839663,20702.641706413422,20774.260087834227,20786.13294002472,34532.291356368456,16178.697733323042,20742.7650097222,22947.727082471363,34521.33249315307,55283.958161810784,0.0,144.06937012594972,13866.170870114294,80.08008008008073
120.12012012012013,16188.12012012012,34548.12012012012,16203.953578889314,20828.082476497748,23013.47277957068,55321.09176564288,16198.030258036431,20725.245574163357,20832.65897712588,20850.20865754903,34584.57725384604,16233.844195039164,20784.65457736882,22994.357074461725,34567.92832665013,55333.93654720088,0.0,216.04768076113396,13914.312679599227,120.12012012012019
160.16016016016016,16228.160160160161,34588.16016016016,16247.196043790314,20885.545713108044,23067.292899562766,55366.766144339665,16240.437878654413,20748.039899158986,20891.230924952404,20914.295822414526,34636.95643578063,16288.856066876453,20826.21370402634,23041.396982403654,34614.477476625834,55384.01673102865,0.0,287.9881461892983,13962.492334291184,160.16016016016147
200.2002002002002,16268.200200200201,34628.2002002002,16289.427338789532,20943.340353728167,23121.75269255317,55412.48061593015,16282.37695473532,20771.025917695555,20949.970920434873,20978.398652126718,34689.42875620873,16343.733618274031,20867.441518176674,23088.847384823384,34660.98014006584,55434.19853986126,0.0,359.89056878871634,14010.710031811883,200.20020020020092
240.24024024024027,16308.24024024024,34668.24024024024,16330.664548621346,21001.43329902256,23176.86799960619,55458.23535395108,16323.84736995412,20794.204784031816,21008.87364897816,21042.52156907048,34741.99406940685,16398.477125719004,20908.337539622302,23136.708461323087,34707.43651641082,55484.48179836622,0.0,431.75475019879013,14058.965970521931,240.24024024024038
280.2802802802803,16348.280280280282,34708.28028028028,16370.9254212774,21059.790851784586,23232.654595128333,55504.030533211095,16364.84918854875,20817.57756841343,21067.93349638845,21106.669198466123,34794.65222986494,16453.08687236279,20948.901676240246,23184.979996205522,34753.846807544476,55534.86632932865,0.0,503.5804913247175,14107.260349516126,280.28028028028166
320.3203203203203,16388.32032032032,34748.32032032032,16410.228285555404,21118.378877061652,23289.12810918722,55549.86632979735,16405.382654946618,20841.1452552285,21127.144555409912,21170.846364076977,34847.40309225991,16507.56314763188,20989.134218853083,23233.661383986648,34800.211217781434,55585.35195366887,0.0,575.3675923423689,14155.59336861859,320.3203203203193
360.36036036036035,16428.36036036036,34788.36036036036,16448.591969669134,21177.16296600771,23346.303945042004,55595.74292108298,16445.448193090255,20864.908741303872,21186.500634920245,21235.058081418305,34900.24651142948,16561.906246833525,21029.035834295242,23282.751636718076,34846.52995385525,55635.93849046006,0.0,647.1158527033203,14203.96522837776,360.36036036035875
400.4004004004004,16468.400400400402,34828.4004004004,16486.035721595963,21236.108602202217,23404.19719246976,55641.660485734064,16485.04640546516,20888.868834350127,21245.995272001128,21299.309548239842,34953.182342346154,16616.116470756446,21068.60755677138,23332.24939302214,34892.80322490631,55686.625756946116,0.0,718.8250711400469,14252.376130061153,400.40040040040003
440.4404404404405,16508.44044044044,34868.44044044044,16522.579131761082,21295.181329107247,23462.822537617038,55687.61920371684,16524.17807183402,20913.026251562922,21305.62174706335,21363.6061320909,35006.210440091454,16670.194125267102,21107.85077762105,23382.1529287251,34939.031242469966,55737.41356855941,0.0,790.4950456713159,14300.826275650006,440.4404404404395
480.48048048048054,16548.48048048048,34908.48048048048,16558.2420585769,21354.346917271512,23522.194170249233,55733.619256304744,16562.844147682375,20937.381618387706,21365.37310215607,21427.953354826335,35059.3306598304,16724.139520901517,21146.767233618197,23432.460168959624,34985.21422046446,55788.30173893909,0.0,862.1255736077346,14349.315867833708,480.48048048048076
520.5205205205206,16588.52052052052,34948.52052052052,16593.044557274137,21413.571529835055,23582.325689407568,55779.660826085856,16601.045762381444,20961.935467453877,21425.24216252507,21492.356873976365,35112.542856786364,16777.95297245321,21185.358993946535,23483.1687015953,35031.35237517897,55839.29007994912,0.0,933.7164515575005,14397.84511000406,520.5205205205202
560.5605605605606,16628.56056056056,34988.56056056056,16627.006812379983,21472.82188484409,23643.23000860898,55825.74409696976,16638.78421707508,20986.688237684386,21485.221561407405,21556.822460980635,35165.84688621585,16831.634798557236,21223.628446000796,23534.275791846838,35077.44592526177,55890.378401696704,0.0,1005.267475432327,14446.414206249354,560.5605605605597
600.6006006006007,16668.6006006006,35028.60060060061,16660.149074120134,21532.065412856802,23704.919261830964,55871.8692541951,16676.06098229817,21011.64027358529,21545.303767959667,21621.355976376584,35219.2426033839,16885.185321270837,21261.578280170972,23585.778397902646,35123.49509170845,55941.56651255071,0.0,1076.7784404535323,14495.02336134827,600.600600600601
640.6406406406406,16708.64064064064,35068.640640640646,16692.49159894669,21591.2704083123,23767.404711607458,55918.03648433677,16712.87769533487,21036.79182471954,21605.48111811877,21685.96334213114,35272.72986353953,16938.6048656508,21299.21147377011,23637.673187412827,35169.5000978499,55992.8542191602,0.0,1148.249141158347,14543.672780763573,640.6406406406404
680.6806806806808,16748.68068068068,35108.680680680685,16724.05459432448,21650.40617315028,23830.696660615667,55964.245975312966,16749.23615732583,21062.143045368284,21665.74584808992,21750.650511408563,35326.30852189149,16991.893759327846,21336.531274268047,23689.956554674216,35215.461169340844,56044.24132647314,0.0,1219.679371406406,14592.362670635637,680.6806806806817
720.7207207207207,16788.72072072072,35148.720720720725,16754.85816784439,21709.443151212938,23894.804368153356,56010.497916392924,16785.138330133894,21087.69399438191,21726.090130052573,21815.423436171466,35379.97843358449,17045.05233207823,21373.54118199172,23742.624638351263,35261.3785341479,56095.72763775519,0.0,1291.0689243864017,14641.09323777576,720.7207207207211
760.7607607607608,16828.76076076076,35188.760760760764,16784.92228067524,21768.353052035876,23959.73597288901,56056.792498203686,16820.586332978884,21113.444635222557,21786.506109577193,21880.28803311067,35433.739453675254,17098.080915392857,21410.244932449583,23795.67333957523,35307.25242253821,56147.31295460867,0.0,1362.417592622969,14689.864689659313,760.7607607607606
800.8008008008007,16868.800800800804,35228.800800800804,16814.266705315036,21827.108962742863,24025.49842320815,56103.129912737975,16855.582438852325,21139.39483619853,21846.985944158158,21945.25014848637,35487.591437109426,17150.979842044086,21446.646478431845,23849.09834026975,35353.08306706777,56198.997076991356,0.0,1433.7251679837427,14738.67723441866,800.8008008008019
840.840840840841,16908.840840840843,35268.84084084084,16842.910987558887,21885.68544690229,24092.097416381897,56149.510353361125,16890.129070723626,21165.54437089043,21907.52184220036,22010.315522532277,35541.534238698354,17203.74944565045,21482.749972030946,23902.895121557907,35398.870702569984,56250.77980323576,0.0,1504.9914416866195,14787.5310808359,840.8408408408413
880.880880880881,16948.880880880883,35308.88088088088,16870.87441256383,21944.05862937675,24159.53734764498,56195.93401481886,16924.22879754985,21191.892918767757,21968.10610175057,22075.48975412073,35595.567713096374,17256.390060239486,21518.559746717743,23957.058982115428,35444.61556614442,56302.66093006818,0.0,1576.2162043072276,14836.426438335413,880.8808808808808
920.920920920921,16988.920920920922,35348.92092092092,16898.175974860522,22002.206266401976,24227.821270097935,56242.40109324418,16957.884330101504,21218.440065993913,22028.731148246494,22140.77826640529,35649.691714778324,17308.90201980893,21554.08029959889,24011.58505634414,35490.31789714546,56354.640252628094,0.0,1647.3992457865788,14885.363516976184,920.9209209209221
960.9609609609611,17028.96096096096,35388.96096096096,16924.83435213723,22060.107800359256,24296.950866143037,56288.91178616529,16991.098516617214,21245.18530641657,22089.38957056752,22206.186274147054,35703.9060980174,17361.285657886307,21589.316273969693,24066.46833225123,35535.97793717115,56406.71756448736,0.0,1718.5403554389395,14934.342527443941,960.9609609609597
1001.0010010010011,17069.001001001,35429.001001001,16950.867882603296,22117.744398952527,24366.92643093657,56335.46629251263,17023.874338300597,21272.128042739547,22150.074154712667,22271.71875338984,35758.21071686336,17413.54130708735,21624.272442265203,24121.7036689315,35581.59593005223,56458.89265766971,0.0,1789.6393219599195,14983.363681043085,1001.001001001001
1041.0410410410411,17109.04104104104,35469.04104104104,16976.29454572543,22175.098978758142,24437.746868095153,56382.06481262647,17056.21490467285,21299.26758787153,22210.777914500468,22337.380414080493,35812.605425120906,17465.669298673147,21658.95368950015,24177.285813561575,35627.17212184105,56511.16532267032,0.0,1860.6959334347303,15032.427189688393,1041.0410410410404
1081.081081081081,17149.08108108108,35509.08108108108,17001.131946121648,22232.156213375456,24509.409697643845,56428.70754826446,17088.123448794777,21326.603166446097,22271.494118780312,22403.175676136656,35867.09007632863,17517.66996210629,21693.364997276312,24233.20941782769,35672.70676080092,56563.535348475285,0.0,1931.7099773467016,15081.53326589654,1081.08108108108
1121.1211211211212,17189.12112112112,35549.12112112112,17025.39730039284,22288.90252665882,24581.91107594512,56475.39470260882,17119.60332237229,21354.133916506762,22332.21631475775,22469.108649351856,35921.66452373805,17569.54362460629,21727.511428423753,24289.469053720106,35718.200097395355,56616.002522581235,0.0,2002.6812405859764,15130.682122777387,1121.1211211211212
1161.1611611611613,17229.16116116116,35589.16116116116,17049.10742667081,22345.32607175011,24655.2458271108,56522.12648027411,17150.657990759362,21381.858891350086,22392.93834716228,22535.18311740204,35976.32862029319,17621.290610704153,21761.39811233063,24346.059228639533,35763.65238427752,56668.56663101512,0.0,2073.6095094584252,15179.873974025058,1161.1611611611606
1201.2012012012015,17269.201201201202,35629.2012012012,17072.27873666332,22401.416696846296,24729.407485182004,56568.903087314415,17181.291027872667,21409.777061519228,22453.654373117057,22601.402526088008,36031.08221861027,17672.91124179643,21795.030231005105,24402.974399771876,35809.063876279826,56721.22745835396,0.0,2144.494569694798,15229.10903390881,1201.201201201202
1241.2412412412414,17309.24124124124,35669.24124124124,17094.927229981204,22457.165898822186,24804.388346171712,56615.72473123113,17211.506111031973,21437.887316939654,22514.358872698678,22667.769975819214,36085.92517095791,17724.405835698803,21828.413005902017,24460.208987698337,35854.434830403676,56773.98478774458,0.0,2215.3362064600587,15278.387517263665,1241.2412412412414
1281.2812812812813,17349.28128128128,35709.28128128128,17117.068490538622,22512.566765980875,24880.179528906734,56662.59162098017,17241.30701574043,21466.18846918823,22575.046655295646,22734.28821822561,36140.85732923777,17775.77470619925,21861.551685537273,24517.757389218204,35899.765505809366,56826.83840092359,0.0,2286.1342043629847,15327.709639480858,1281.2812812812808
1321.3213213213214,17389.321321321324,35749.321321321324,17138.71768482583,22567.61391131671,24956.771043484197,56709.503966979864,17270.697610418658,21494.679253886432,22635.71286197949,22800.95965667817,36195.87854496519,17827.018162611024,21894.45153390341,24575.613989370275,35945.056163806075,56879.7880782371,0.0,2356.888347465947,15377.075616498018,1321.321321321322
1361.3613613613616,17429.361361361363,35789.36136136136,17159.88956186271,22622.303397750813,25034.151866075248,56756.46198111803,17299.681851106536,21523.358333208074,22696.352964191086,22867.786350411934,36250.988669250546,17878.136509325475,21927.11781969167,24633.77317264788,35990.30706784217,56932.83359866092,0.0,2427.598419294927,15426.485664789156,1361.3613613613616
1401.4014014014015,17469.401401401403,35829.4014014014,17180.598454651583,22676.6326568327,25112.310018762913,56803.46587675986,17328.263776146203,21552.22429849148,22756.96275911158,22934.770021878423,36306.18755278073,17929.13004536464,21959.55580631835,24692.22933340948,36035.5184834956,56985.97473982035,0.0,2498.264202849783,15475.940001354424,1401.4014014014028
1441.4414414414414,17509.441441441442,35869.44144144144,17200.858282958397,22730.60040239862,25191.232653095107,56850.515868755116,17356.447500859616,21581.275672945812,22817.538362133448,23001.912066908626,36361.47504580114,17979.999063933945,21991.770742746547,24750.97688549364,36080.690678464314,57039.211278010174,0.0,2568.885480614699,15525.438843709624,1441.4414414414423
1481.4814814814815,17549.48148148148,35909.48148148148,17220.682557262397,22784.206540639825,25270.906136059173,56897.61217344602,17384.237212233642,21610.510914441227,22878.076196872953,23069.2135672431,36416.85099809796,18030.743851974978,22023.767855088616,24810.0102710531,36125.82392255721,57092.54298821498,0.0,2639.4620345689164,15574.982409875529,1481.4814814814818
1521.5215215215217,17589.52152152152,35949.52152152152,17240.084383725538,22837.452077965503,25351.316137242036,56944.75500867453,17411.63716362528,21639.928418372125,22938.572983171478,23136.675304979464,36472.31525898079,18081.364689718204,22055.55233896987,24869.323968627195,36170.918487684976,57145.96964412888,0.0,2709.9936461976395,15624.570918366928,1521.521521521523
1561.5615615615616,17629.56156156156,35989.56156156156,17259.076470044027,22890.339027952297,25432.44771602148,56991.94459379,17438.65166949923,21669.52652058298,22999.02572352378,23204.297778497737,36527.86767726565,18131.86185023596,22087.129352629705,24928.91250047654,36215.97464785128,57199.491018175875,0.0,2780.480096503221,15674.204588181463,1561.5615615615625
1601.6016016016015,17669.6016016016,36029.6016016016,17277.671132055253,22942.870318559828,25514.285407736264,57039.18114965668,17465.285100209494,21699.303500346017,23059.43168834823,23272.081219447442,36583.50810125842,18182.235598995605,22118.504010733217,24988.770439206848,36260.99267914407,57253.10688152985,0.0,2850.921166016562,15723.883638788242,1601.6016016016001
1641.6416416416419,17709.64164164164,36069.64164164165,17295.88030098401,22995.049700664284,25596.813307898752,57086.464898661194,17491.541876836265,21729.257583380288,23119.78840048111,23340.02561041357,36639.23637873861,18232.4861934129,22149.681378863337,25048.89241371169,36305.97285972721,57306.8170041347,0.0,2921.3166348087398,15773.608290116186,1641.6416416416414
1681.681681681682,17749.68168168168,36109.681681681686,17313.715531222082,23046.88165882679,25680.01515363943,57133.796064720125,17517.426466088815,21759.3869449017,23180.09361923758,23408.130702918534,36695.05235694346,18282.613882405563,22180.66646866176,25109.273114466003,36350.91546983228,57360.62115472447,0.0,2991.666282502887,15823.37876254216,1681.6816816816809
1721.721721721722,17789.721721721722,36149.72172172172,17331.188008545094,23098.371325074237,25763.874401701603,57181.17487328767,17542.943375284347,21789.68971269372,23240.345324338472,23476.39603546132,36750.95588255247,18332.61890594722,22211.464233585444,25169.907298203612,36395.82079175047,57414.51910084355,0.0,3061.9698882863013,15873.195276878865,1721.7217217217221
1761.761761761762,17829.76176176176,36189.76176176176,17348.30855867971,23149.524396331428,25848.374302434677,57228.60155136298,17568.097147412598,21820.163970188943,23300.541699956655,23544.82095133997,36806.9468016724,18382.501494621538,22242.079565244272,25230.789792012936,36440.68910982497,57468.510608866854,0.0,3132.227230922803,15923.058054362482,1761.7617617617616
1801.801801801802,17869.801801801805,36229.801801801805,17365.087656142983,23200.347056009607,25933.497969358694,57276.07632749771,17592.892356294866,21850.8077595518,23360.68111909318,23613.40461604863,36863.02495982233,18432.26186917677,22272.51729028528,25291.915496885675,36485.520710443336,57522.59544401978,0.0,3202.4380887653297,15972.967316640079,1801.8018018018029
1841.841841841842,17909.841841841844,36269.841841841844,17381.5354332839,23250.845900129636,26019.22844399194,57323.59943180374,17617.33360184582,21881.619084753016,23420.762128450577,23682.14603408206,36919.19020191957,18481.900240080442,22302.782167788606,25353.279390753196,36530.31588203032,57576.773370398485,0.0,3272.6022397687593,16022.923285756768,1841.8418418418423
1881.881881881882,17949.881881881884,36309.88188188188,17397.661689464636,23301.02786824199,26105.548755742453,57371.17109596035,17641.425505445743,21912.595914627018,23480.783433932487,23751.044065020433,36975.44237226559,18531.41680707462,22332.87888714056,25414.876531045215,36575.074915040765,57631.04415099013,0.0,3342.7194615030094,16072.926184142634,1881.8818818818818
1921.9219219219221,17989.921921921923,36349.92192192192,17413.47590032622,23350.900179299446,26192.441976762013,57418.79155322192,17665.17270543011,21943.736185903843,23540.74388686368,23820.097438801426,37031.78131453245,18580.81175873117,22362.812066349932,25476.70205680469,36619.79810195298,57685.40754769274,0.0,3412.789531166358,16122.976234599406,1921.9219219219212
1961.961961961962,18029.961961961963,36389.96196196196,17428.987227089667,23400.47027254613,26279.891271748438,57466.46103842558,17688.57985270289,21975.03780620732,23600.642470994197,23889.304770117742,37088.20687174962,18630.085272007684,22392.586250774257,25538.751190392217,36664.4857372621,57739.86332133552,0.0,3482.8122255990093,16173.073660286876,1961.9619619619625
2002.0020020020022,18070.002002002002,36430.002002002,17444.204525849684,23449.745753405652,26367.879942756386,57514.17978799827,17711.651606478994,22006.498657012082,23660.478290325394,23958.664571904264,37144.718886291266,18679.237511803447,22422.20591222387,25601.01923881191,36709.138117473936,57794.41123169883,0.0,3552.7873212969153,16223.21868470909,2002.002002002002
2042.042042042042,18110.04204204204,36470.04204204204,17459.136356823583,23498.73434428341,26456.39146913866,57561.9480399646,17734.392630161194,22038.11659655242,23720.250557773994,24028.175267900897,37201.31719986374,18728.268630515933,22451.67544841286,25663.501594690024,36753.7555410991,57849.05103753434,0.0,3622.714594425852,16273.411531700276,2042.0420420420432
2082.0820820820823,18150.08208208208,36510.08208208208,17473.790993522805,23547.443840142027,26545.409542791618,57609.76603395398,17756.807587355426,22069.88946267633,23779.958584672386,24097.83520429467,37258.00165349368,18777.178767597536,22480.999182726977,25726.193736935824,36798.33830864724,57903.78249658491,0.0,3692.5938208357256,16323.65242541052,2082.0820820820827
2122.122122122122,18190.12212212212,36550.12212212212,17488.176431819258,23595.88206866518,26634.91809891784,57657.63401120833,17778.901138028446,22101.815075638675,23839.601771089892,24167.64266045944,37314.77208751628,18825.968049112682,22510.181364280306,25789.091231113154,36842.886722621784,57958.605365604824,0.0,3762.424776075157,16373.941590291208,2122.122122122122
2162.162162162162,18230.162162162163,36590.16216216216,17502.30039888249,23644.05685479022,26724.90134254873,57705.55221458937,17800.677934810697,22133.891240828227,23899.179596948477,24237.59585882143,37371.62834156414,18874.63658729524,22539.226168233774,25852.189729549613,36887.4010875148,58013.51940037952,0.0,3832.207235406284,16424.279251080203,2162.1621621621634
2202.2022022022024,18270.202202202203,36630.2022022022,17516.170361967612,23691.975989365797,26815.343771091677,57753.52088858593,17822.142619446902,22166.11575142334,23958.69161389886,24307.69297388773,37428.57025455638,18923.184480106393,22568.137696349953,25915.48497120869,36931.88170980237,58068.52435574577,0.0,3901.940973819841,16474.665632786768,2202.202202202203
2242.2422422422424,18310.242242242242,36670.24224224224,17529.793537037094,23739.647201674245,26906.230193178475,57801.54027932137,17843.29981939614,22198.486390972037,24018.13743791736,24377.932140479705,37485.59766468822,18971.611810792794,22596.91997776038,25978.97278134885,36976.32889794004,58123.61998561137,0.0,3971.6257660504743,16525.100960676253,2242.2422422422424
2282.2822822822827,18350.28228228228,36710.28228228228,17543.176897202597,23787.07813554874,26997.54574409894,57849.61063456116,17864.15414458267,22231.000935892564,24077.516742580217,24448.311461217327,37542.710409420906,19019.91864744517,22625.5769699227,26042.64907099196,37020.74296235874,58178.80604297512,0.0,4041.261386592334,16575.58546025451,2282.282282282282
2322.3223223223226,18390.32232232232,36750.32232232232,17556.32718097549,23834.276328812466,27089.275898103944,57897.732203719745,17884.71018429825,22263.657157891084,24136.829252970405,24518.829013302184,37599.90832547201,19068.105042557396,22654.11255974694,26106.509836221987,37065.124215461015,58234.08227994657,0.0,4110.847609714889,16626.119357252075,2322.3223223223213
2362.3623623623625,18430.362362362364,36790.362362362364,17569.250900317405,23881.249195767938,27181.406477858298,57945.905237868166,17904.972504255995,22296.452826293455,24196.07474017117,24589.482854647336,37657.19124880624,19116.17103258601,22682.530564871093,26170.55115733359,37109.47297161762,58289.44844776588,0.0,4180.38420947902,16676.70287760807,2362.3623623623644
2402.402402402403,18470.402402402404,36830.402402402404,17581.954348483763,23928.004012470745,27273.923661316057,57994.12998974145,17924.94564379559,22329.38571028902,24255.253016301143,24660.27102940228,37714.5590146264,19164.116637510295,22710.834735067965,26234.7691978485,37153.78954716427,58344.9042968234,0.0,4249.870959753343,16727.336247453866,2402.402402402404
2442.442442442443,18510.442442442443,36870.44244244244,17594.44360765558,23974.547904530406,27366.81398628084,58042.40671374537,17944.63411323897,22362.453581084264,24314.36393004683,24731.19157291952,37772.01145736508,19211.94186039296,22739.0287537666,26299.160203416628,37198.07426039904,58400.449576679406,0.0,4319.307634230821,16778.019693096507,2442.4424424424433
2482.4824824824827,18550.482482482483,36910.48248248248,17606.72455635608,24020.887837192342,27460.064352899793,58090.735665964225,17964.042391395284,22395.654213965,24373.40736265019,24802.242516208047,37829.548410676376,19259.646686941534,22767.11623967255,26363.720500617208,37242.32743157992,58456.08403608368,0.0,4388.694006445601,16828.753441001845,2482.4824824824827
2522.5225225225226,18590.522522522522,36950.52252252252,17618.802876650258,24067.03060746754,27553.662024327397,58139.117104167446,17983.174923213424,22428.985390266032,24432.383224310994,24873.421889916408,37887.16970742827,19307.231085070456,22795.100748472785,26428.44649567415,37286.549382922705,58511.80742299504,0.0,4458.029849790117,16879.53771777745,2522.522522522522
