10Dq,2_A_1_0,2_A_1_1,2_A_1_2,2_A_1_3,2_A_2_0,2_A_2_1,2_A_2_2,2_E_0,2_E_1,2_E_2,2_E_3,2_E_4,2_E_5,2_E_6,2_T_1_0,2_T_1_1,2_T_1_2,2_T_1_3,2_T_1_4,2_T_1_5,2_T_1_6,2_T_1_7,2_T_2_0,2_T_2_1,2_T_2_2,2_T_2_3,2_T_2_4,2_T_2_5,2_T_2_6,2_T_2_7,2_T_2_8,2_T_2_9,4_A_1,4_A_2,4_E_0,4_E_1,4_T_1_0,4_T_1_1,4_T_1_2,4_T_2_0,4_T_2_1,4_T_2_2,6_A_1
36236.23623623624,47353.25265238504,64311.43947757473,77684.48991339124,122914.81824961462,31532.218852193935,73705.46018240869,104870.32118512163,36185.31838100335,54771.953681296196,68465.10952832669,77946.44345776172,89179.93673289212,111289.8106463709,140273.42808503885,31827.480328040318,42287.72686979882,72146.22340026329,73762.18779146901,82481.74107795017,99810.106924664,106191.51329523305,123641.0208985126,0.0,34137.177612075866,44854.04894021493,65702.37253841807,71988.97656300518,85518.26616364016,103793.24058328662,112480.33963931323,117631.75061578528,152113.82807667478,51046.00007324141,69066.00007324142,51046.00007324141,57066.00007324141,18208.159609105474,66151.18336150172,91918.65724911707,24630.205146471963,53730.57712150767,98817.21795174462,23196.000073241412
36276.27627627628,47394.13383893415,64389.291807871086,77762.45203867281,123032.05850849181,31571.06879420788,73784.09964044407,104988.28371082549,36224.788436866605,54821.78961625301,68541.3923136185,78022.56395173844,89256.71333787171,111406.20156790347,140387.9391151956,31866.344232640593,42328.59370140407,72224.70566084934,73840.70183483156,82562.0063266953,99898.37631301311,106303.5699437488,123751.5743747571,0.0,34176.74031729135,44893.553699249336,65780.71930192274,72067.25169795219,85599.31895774808,103884.09774784249,112587.31289563619,117751.69986464255,152264.14600263993,51124.48404849248,69144.48404849248,51124.48404849248,57144.48404849248,18247.000765301724,66230.45239870428,92035.99898147146,24669.713770029055,53808.83018893479,98934.90818651358,23274.48404849248
36316.31631631632,47435.010379341875,64467.14941720574,77840.41822225002,123149.30368305858,31609.92030869135,73862.74098726145,105106.24998043936,36264.258859162874,54871.6008743517,68617.68443554835,78098.69154315977,89333.49727062079,111522.60060264247,140502.45939276245,31905.20969003125,42369.459190430105,72303.19032897023,73919.21818228086,82642.26912856499,99986.58330835977,106415.68408397057,123862.14949110454,0.0,34216.303520633795,44933.05797765276,65859.06898424428,72145.52994404384,85680.36545095933,103974.90540801907,112694.33620217419,117871.64595752177,152414.4908093913,51202.97042546405,69222.97042546405,51202.97042546405,57222.97042546405,18285.843616436097,66309.7210475133,92153.34661244278,24709.222312213285,53887.08642092284,99052.60254325603,23352.970425464053
36356.35635635636,47475.882300577374,64545.012281899915,77918.38845174403,123266.55376044601,31648.77339269591,73941.38421962151,105224.2199836831,36303.72964867813,54921.38752717785,68693.98586473311,78174.82622360332,89410.2885089576,111639.0077226725,140616.98889484536,31944.076697357974,42410.323339907634,72381.67739911025,73997.73682874798,82722.52949449982,100074.72850244498,106527.8551435031,123972.74618376298,0.0,34255.867221713466,44972.56178118555,65937.4215772057,72223.8112925675,85761.40567557258,104065.66372880685,112801.40940193569,117991.5889142765,152564.86239340456,51281.45919866684,69301.45919866684,51281.45919866684,57301.45919866684,18324.688158933553,66388.9893157169,92270.70012135008,24748.730776182038,53965.34580863494,99170.30101118355,23431.45919866684
36396.3963963964,47516.749629416125,64622.88037843911,77996.36271482822,123383.80872783143,31687.628043279958,74020.02933428987,105342.19371031635,36343.200806188805,54971.149646162485,68770.2965718632,78250.96798457846,89487.08703077259,111755.42290020976,140731.52759862586,31982.945251772613,42451.186152858994,72460.16686577103,74076.25776917883,82802.78743539375,100162.812481979,106640.0825549463,124083.3643891293,0.0,34295.43142013852,45012.06511556683,66015.77707266525,72302.09573484593,85842.43966371237,104156.37287621447,112908.53233686127,118111.52875465158,152715.26065163105,51359.950362628726,69379.95036262873,51359.950362628726,57379.950362628726,18363.534389229164,66468.25721104158,92388.05948761545,24788.23916506997,54043.60834326966,99288.00357954655,23509.950362628726
36436.43643643644,47557.61239244168,64700.7536834715,78074.34099922806,123501.06857243768,31726.484257508644,74098.67632803696,105460.17115013859,36382.672332461785,55020.88730258141,68846.61652770327,78327.1168175274,89563.89281402767,111871.84610760144,140846.07548136008,32021.81535043317,42492.04763229824,72538.65872347151,74154.78099853426,82883.04296209462,100250.83582862782,106752.36575590863,124194.00404378957,0.0,34334.99611551544,45051.56798647521,66094.1354625161,72380.38326223727,85923.46744733027,104247.03301723814,113015.70484785477,118231.46549828403,152865.68548149604,51438.443911894734,69458.44391189473,51438.443911894734,57458.443911894734,18402.382303768165,66547.52474115274,92505.42469076329,24827.747481989183,54121.8740160609,99405.71023763412,23588.443911894734
36476.47647647648,47598.47061604732,64778.63217380639,78152.32329272052,123618.33328153346,31765.34203245392,74177.32519763829,105578.15229298854,36422.14422825465,55070.600567554604,68922.94570309215,78403.27271382627,89640.70583675652,111988.2773173249,140960.63252037932,32060.686990503757,42532.907781231246,72617.15296674782,74233.30651178991,82963.29608540423,100338.79911900272,106864.7041890172,124304.66508451848,0.0,34374.56130744879,45091.070399548844,66172.4967386863,72458.67386613486,86004.48905820565,104337.64431983135,113122.92677481349,118351.39916470333,153016.13678089663,51516.93984102692,69536.93984102692,51516.93984102692,57536.93984102692,18441.23189900584,66626.79191365515,92622.79571041978,24867.25573002935,54200.142818277556,99523.42097477386,23666.93984102692
36516.51651651652,47639.32432643783,64856.51582641291,78230.30958313418,123735.60284243267,31804.201365194534,74255.97593987423,105696.1371287444,36461.61649431562,55120.28951204571,68999.28406894341,78479.43566478604,89717.52607706416,112104.71650198691,141075.198693089,32099.56016915468,42573.76660265564,72695.64959015325,74311.83430393631,83043.54681607854,100426.70292465175,106977.09730192593,124415.34744827906,0.0,34414.1269955413,45130.57236038592,66250.86089313848,72536.96753796694,86085.50452794674,104428.20695287485,113230.1979566586,118471.32977333198,153166.61444819934,51595.4381446044,69615.4381446044,51595.4381446044,57615.4381446044,18480.08317140757,66706.05873609352,92740.17252631212,24906.763912257968,54278.41474122355,99641.13578033168,23745.4381446044
36556.55655655656,47680.17354963103,64934.404618418404,78308.2998583485,123852.87724249452,31843.062252815944,74334.62855153004,105814.12564732338,36501.08913138362,55169.954206861294,69075.6315962454,78555.60566165339,89794.35351312687,112221.16363432273,141189.77397696854,32138.434883562302,42614.6240995609,72774.14858825815,74390.36436997863,83123.79516482788,100514.54781205399,107089.54454732052,124526.05107222265,0.0,34453.69317939401,45170.07387454479,66329.2279178696,72615.26426919646,86166.51388799149,104518.72108614666,113337.51823136501,118591.25734348592,153317.11838223727,51673.93881722312,69693.93881722313,51673.93881722312,57693.93881722312,18518.936117448728,66785.32521595279,92857.55511826786,24946.272031720393,54356.6897762374,99758.85464371159,23823.93881722312
36596.5965965966,47721.01831145954,65012.29852710702,78386.29410629405,123970.1564691232,31881.924692410375,74413.28302939606,105932.11783868144,36540.56214018849,55219.59472265046,69151.98825606168,78631.78269561191,89871.1881231922,112337.61868719565,141304.35834957132,32177.311130909147,42655.48027492838,72852.64995564986,74468.89670493675,83204.041142317,100602.33434261635,107202.04538292187,124636.77589368832,0.0,34493.25985860626,45209.57494754439,66407.5978049108,72693.56405132113,86247.51716960873,104609.18689029283,113444.88743599132,118711.18189437504,153467.6484823091,51752.44185349596,69772.44185349596,51752.44185349596,57772.44185349596,18557.790733614675,66864.5913606588,92974.9434662144,24985.780091440065,54434.967914692264,99876.57755435555,23902.441853495962
36636.63663663664,47761.858637572295,65090.19752991842,78464.2923149519,124087.44050976749,31920.788681076727,74491.93937026741,106050.11369281344,36580.03552145088,55269.21112990412,69228.35401953098,78707.96675778282,89948.02988557867,112454.08163359592,141418.95178852425,32216.188908383778,42696.3351317312,72931.15368693262,74547.43130384512,83284.2847591655,100690.0630726725,107314.59927148646,124747.52185020303,0.0,34532.82703277545,45249.07558486453,66485.9705463271,72771.86687587287,86328.51440389868,104699.60453679804,113552.30540670901,118831.10344510399,153618.20464817563,51830.94724805253,69850.94724805253,51830.94724805253,57850.94724805253,18596.64701640074,66943.85717757861,93092.33755017824,25025.288094418614,54513.24914799558,99994.30450174339,23980.94724805253
