delta_B,3_T_1_0,3_T_1_1,3_T_1_2,3_T_1_3,3_T_1_4,3_T_1_5,3_T_1_6,1_T_2_0,1_T_2_1,1_T_2_2,1_T_2_3,1_T_2_4,1_T_2_5,1_T_2_6,1_A_1_0,1_A_1_1,1_A_1_2,1_A_1_3,1_A_1_4,1_E_1_0,1_E_1_1,1_E_1_2,1_E_1_3,1_E_1_4,3_T_2_0,3_T_2_1,3_T_2_2,3_T_2_3,3_T_2_4,1_T_1_0,1_T_1_1,1_T_1_2,1_T_1_3,3_E_1_0,3_E_1_1,3_E_1_2,3_A_2_0,3_A_2_1,1_A_2_0,1_A_2_1,5_E_1,5_T_2,3_A_1
0.0,23.232,23.232000000000006,26.595815750692445,26.686939868109917,28.231999999999996,58.20106013189008,58.292184249307546,34.84799999999999,34.848,37.41114530074108,44.55286295203379,49.848,66.70885469925892,87.5671370479662,34.848,37.4111453007411,43.083808201422194,66.70885469925895,115.07619179857781,34.847999999999985,37.41114530074108,44.55286295203379,66.70885469925891,87.56713704796617,23.232,26.686939868109913,28.232,35.232,58.20106013189008,34.848,37.41114530074108,49.848,66.70885469925891,23.232,28.232,35.232,26.686939868109913,58.20106013189008,34.848,49.848,0.0,0.0,28.232
0.003759628172773713,23.227199555341542,23.266467222497372,26.606436732280766,26.698461255114545,28.25865673643371,58.218769591181065,58.30879775233423,34.848832425124016,34.8861995857275,37.45557491519109,44.551212979785156,49.86182607304871,66.70285191286163,87.5902909534451,34.83374448418379,37.39494470320791,43.099045955872874,66.74660602771976,115.09125511074339,34.88885922794259,37.42178377433316,44.59293520217618,66.72717308919127,87.57003755154,23.236909771930485,26.704599687358904,28.226190071932646,35.239160185100346,58.21473656540535,34.84085461171724,37.410669085600304,49.866814045108555,66.73525853930161,23.262041094437436,28.250260652316,35.25889081670203,26.71791439594227,58.20768188578547,34.87806192556524,49.85553435616249,0.03759628172773658,0.0,28.269596281727736
0.007519256345547426,23.22210170021204,23.300406838636132,26.609374966928403,26.717738235348136,28.285997002667578,58.23342784120861,58.328531105365514,34.84954367175728,34.924206261509326,37.50013699819794,44.54956085628319,49.87573425654559,66.69690741437407,87.61348823169911,34.81831805737949,37.379428414980495,43.1146780198202,66.78440001785532,115.10636805341997,34.9294030816455,37.43265019629679,44.63301302536422,66.74556823611375,87.57294315094613,23.241614572112486,26.722179773010826,28.220583069806764,35.24631869952373,58.22849644900166,34.83309332837919,37.41073762519021,49.88565992406722,66.76170168581884,23.292009834343528,28.268521287209285,35.28585400535813,26.74887588688208,58.21431667657339,34.90809356057476,49.8630990028807,0.07519256345547316,0.0,28.307192563455473
0.011278884518321139,23.216707017532773,23.333811465625946,26.607740469315935,26.741661066336164,28.31402727417668,58.24547841537272,58.350940827189426,34.85013875251246,34.96202144576615,37.54482342556892,44.547907405840824,49.889725412316025,66.69102122591458,87.63672886763065,34.80171846174309,37.3646055820279,43.13069819207351,66.82223593528536,115.12153067405332,34.969623026511805,37.443753497550745,44.67309568972293,66.7640404604445,87.5758538613196,23.246116139335484,26.73966748046712,28.215189590165444,35.25347607399318,58.24233956122199,34.82472195634464,37.41134523908657,49.9045376754894,66.78818397426257,23.321905477331043,28.286783078873814,35.312889134161566,26.779824310668552,58.22096453451466,34.93809476830669,49.87069407687651,0.11278884518320974,0.0,28.34478884518321
0.015038512691094852,23.211016007147343,23.366673809375495,26.603949313045685,26.767815074891633,28.342752891100115,58.25560317129753,58.37534511387498,34.850622395590605,34.99964654742126,37.589626349948425,44.546253463389036,49.903800409333414,66.68519336878923,87.66001284626091,34.78394571196338,37.35048298894868,43.14710035244266,66.8601130533312,115.13674302022498,35.0095103116816,37.45510282001292,44.713182468195896,66.78259008297215,87.57876969787023,23.25041621029349,26.757049639068203,28.210020755073213,35.26063284254889,58.25626567992715,34.815747001166216,37.412485546259674,49.9234473387281,66.81470524075696,23.35172727653522,28.305047206548256,35.33999577073841,26.81075963697982,58.22762548993112,34.968065411588796,49.87831971532214,0.15038512691094633,0.0,28.382385126910947
0.018798140863868565,23.205029095609913,23.398986692090595,26.59924934067512,26.794954982216584,28.37217798571641,58.26441367407021,58.40113245553723,34.850999062296594,35.03708296388247,37.63453818519975,44.544599874654196,49.91796012365318,66.67942386350218,87.68334015272761,34.76500210374342,37.33706504932334,43.16387846300692,66.89803065291424,115.15200513965087,35.04905597787231,37.46670750889016,44.75327263843215,66.8012174248385,87.58169067588294,23.25451651784457,26.77431254006192,28.205088225860766,35.26778954255992,58.270274582311494,34.806175627201824,37.41415150549374,49.94238895384635,66.84126532209672,23.38147448072924,28.32331485431594,35.36717348223218,26.84168183543299,58.234299573205696,34.998005352800675,49.88597605583799,0.1879814086386829,0.0,28.419981408638684
0.022557769036642278,23.19874664589739,23.43074308181264,26.594249227390975,26.822475859558526,28.40230542385875,58.27235052197371,58.42786231060727,34.85127296346933,35.07433207911286,37.679551591784495,44.542947496338066,49.93220543834312,66.67371272976719,87.70671077228421,34.74489219697581,37.3243538216432,43.18102656911182,66.93598802245624,115.16731708017932,35.088250867222705,37.47857710296048,44.79336548267664,66.81992280752091,87.5846168107185,23.25841878935023,26.791441927190267,28.20040421417135,35.274946714735975,58.28436604491858,34.796015614171566,37.41633545886083,49.96136256158859,66.86786405574544,23.41114633444547,28.34158721090016,35.39442183538721,26.87259087558413,58.240986814782296,35.02791445387611,49.893663236490305,0.2255776903664229,0.0,28.45757769036642
0.026317397209415994,23.19216896702345,23.46193612382406,26.589262751958156,26.850068859874252,28.4331367612794,58.279705086785825,58.455243365537335,34.85144807488079,35.11139526179062,37.724659463084734,44.541297196299794,49.94653724340969,66.66805998651823,87.73012469029865,34.723622774066754,37.31234905033927,43.19853880011705,66.97398445778106,115.18267888979004,35.12708563531366,37.49072132267582,44.83346028766449,66.83870655281427,87.58754811781431,23.262124745095225,26.808422990602068,28.195981489601067,35.28210490313918,58.29853984365662,34.78527531125295,37.41902917765571,49.98036820335188,66.89450127983363,23.440742078102797,28.359865469454885,35.42174039663063,26.903486726928282,58.24768724516588,35.05779257630537,49.90138139578878,0.2631739720941595,0.0,28.495173972094157
0.030077025382189704,23.185296323532075,23.49255917381336,26.584464752477885,26.87756524740421,28.464672215655156,58.28666606061952,58.48308698796347,34.85152815165915,35.1482738635596,37.76985491261291,44.53964985374061,49.96095643572082,66.66246565192097,87.75358189225166,34.70120277449952,37.30104823079777,43.21640936991535,67.01201926201688,115.19809061659238,35.16555076553491,37.50315005591496,44.87355634451851,66.85756898281282,87.59048461268446,23.265636096787468,26.825240364891908,28.191833383132625,35.28926465519585,58.312795753814044,34.77396358931356,37.42222391019292,49.999405921158136,66.92117683315725,23.47026094814004,28.37815082735074,35.449128732153014,26.934369358899513,58.25440089492239,35.087639581137736,49.909130672684164,0.3007702538218995,0.0,28.532770253821898
0.03383665355496342,23.178128944848165,23.522605832655376,26.57996019998732,26.90486729195488,28.496910654570826,58.29335669724875,58.511269985383585,34.85151674178995,35.184969217368916,37.815131262054926,44.53800635939053,49.9754639189244,66.65692974338431,87.77708236373597,34.677643207315064,37.29044669666591,43.23463257724436,67.05009174550071,115.21355230882354,35.20363658596179,37.51587334122388,44.913652948650466,66.87651041989177,87.59342631092099,23.26895454613793,26.84187813215867,28.187973785469694,35.296426521708405,58.32713355007494,34.76208979187371,37.42591043087373,50.018475757626256,66.9478905551759,23.49970217715553,28.39644448595611,35.47658640798763,26.965238740870905,58.261127794678735,35.11745532898398,49.91691120656564,0.338366535549636,0.0,28.570366535549635
