delta_B,2_A_1,2_A_2,2_E_0,2_E_1,2_E_2,2_E_3,2_T_1_0,2_T_1_1,2_T_1_2,2_T_1_3,2_T_1_4,2_T_2_0,2_T_2_1,2_T_2_2,2_T_2_3,2_T_2_4,4_A_2,4_T_1_0,4_T_1_1,4_T_2
0.25839433666416156,18.104433727183363,38.10443372718336,18.039356620474052,23.01090759441679,25.531933457260543,61.10649408426392,18.069725592568016,22.94927520411091,22.99256956012582,23.22349134727465,38.02871259517326,18.00220149055509,23.08139941560547,25.566260359952974,38.06047823111662,61.08278598636853,0.4658146755879985,0.0,15.15644634118351,0.2074203389238354
0.2842337703305778,18.125252416887623,38.12525241688762,18.0513395175938,23.023559711982113,25.54743280864814,61.123795043341836,18.08610462135067,22.954551223432112,23.002621965423206,23.256592966458758,38.04215753744277,18.01251372004599,23.0992901152852,25.584924325526703,38.076802685296144,61.09784865229953,0.512472798958671,0.0,15.172244286925606,0.22823902862809314
0.31007320399699384,18.146084870737944,38.146084870737944,18.062906596661367,23.036459340790856,25.563127095053837,61.14112443079474,18.102322865349368,22.95983374694389,23.012766824459273,23.289775267526384,38.05565244541382,18.02278803476617,23.11708435534977,25.603743016918607,38.09312280391329,61.112964123090954,0.5591446864754122,0.0,15.188069760959845,0.24907148247841945
0.33591263766341006,18.16693104575383,38.166931045753834,18.07405683174577,23.04961020595506,25.57901352424917,61.15848216774793,18.118380755418208,22.965122205291983,23.023004552903277,23.323037767404898,38.06919731008737,18.033024350830622,23.13478305140559,25.622715478201595,38.10943850587917,61.128132389134784,0.6058302951577127,0.0,15.203922677325197,0.26991765749430335
0.3617520713298262,18.187790899059458,38.18779089905946,18.084789386142802,23.0630157887158,25.59508935880905,61.17586817558636,18.134278744175976,22.97041604896326,23.033335532301674,23.356379975884003,38.08279212264254,18.043222585890145,23.152387154901426,25.641840716314064,38.125749710548874,61.14335344065898,0.652529582129754,0.0,15.21980295027003,0.2907775107999279
0.3875915049962424,18.20866438788393,38.20866438788393,18.095103613989696,23.076679323988873,25.611351916952746,61.19328237595419,18.150017305739503,22.975714747682495,23.043760110722374,23.389801395839907,38.09643687443913,18.0533826591542,23.169897651981046,25.66111770218532,38.142056337722586,61.158627267726274,0.6992425046206452,0.0,15.235710494252562,0.31165099962440246
0.41343093866265856,18.2295514695615,38.2295514695615,18.104999061448556,23.09060379848142,25.627798573244945,61.21072469075447,18.165596935445496,22.981017789813652,23.054278603405635,23.42330152345996,38.110131557020125,18.063504491413305,23.187315562295357,25.68054537190206,38.1583583076467,61.17395386023349,0.7459690199646354,0.0,15.251645223941294,0.332538081301976
0.4392703723290746,18.250452101531792,38.25045210153179,18.11447546745263,23.104791949377212,25.644426759165317,61.22819504214897,18.181018149561154,22.986324681767204,23.064891293419794,23.4568798484676,38.12387616211413,18.07358800506116,23.204641937777243,25.70012262791227,38.17465554101478,61.189333207910465,0.7927090856013403,0.0,15.267607054215455,0.3534387132722643
0.46510980599549084,18.271366241339962,38.27136624133996,18.123532764012005,23.11924626358656,25.661233963554114,61.2456933525577,18.196281484983786,22.99163494741514,23.075598432320195,23.490535854347304,38.13767068163788,18.08363312411609,23.22187786138328,25.71984834026297,38.19094795896876,61.20476530031924,0.8394626590759258,0.0,15.283595900165379,0.37435285308043487
0.490949239661907,18.292293846636955,38.29229384663696,18.132171076077313,23.13396897755406,25.6782177329417,61.26321954465886,18.211387498929874,22.996948127515058,23.086400240809855,23.524269018569317,38.151515107698756,18.093639774242305,23.239024445805548,25.73972134786806,38.20723548309986,61.22025012685317,0.886229698039334,0.0,15.29961167709295,0.39528045837742837
0.5167886733283231,18.313234875179667,38.31323487517967,18.140390720962788,23.148962077615653,25.69537567176967,61.28077354138828,18.22633676861385,23.00226377914432,23.097296909400605,23.55807881281401,38.16540943259722,18.103607882770554,23.256082832157634,25.759740459802423,38.22351803544953,61.2357876767359,0.9330101602484625,0.0,15.315654300511953,0.41622148692014016
0.5426281069947393,18.33418928483113,38.33418928483113,18.148192207332027,23.164227300894122,25.71270544251042,61.29835526593921,18.24112989091697,23.007581475145418,23.108288599073724,23.59196470319552,38.17935364882927,18.113537378718334,23.273054188638472,25.779904456618727,38.23979553851073,61.251377939020664,0.979804003566343,0.0,15.331723686148468,0.4371758965716039
0.5684675406611556,18.35515703356072,38.35515703356072,18.15557623375255,23.179766136720207,25.730204765692733,61.315964641762264,18.25576748204664,23.01290080358324,23.119375441938892,23.625926150484663,38.19334774908901,18.123428192809765,23.28993970917762,25.800212091683154,38.25606791522873,61.26702090258924,1.0266111859623497,0.0,15.347819749941232,0.45814364530119384
0.5943069743275716,18.3761380794443,38.3761380794443,18.162543686826908,23.1955798285643,25.747871419839864,61.333601592564555,18.270250177186576,23.018221367214938,23.130557541890806,23.65996261033063,38.207391726270984,18.133280257494796,23.306740612065834,25.8206620925262,38.27233508900212,61.28271655615104,1.0734316655123455,0.0,15.363942408041975,0.47912469118477297
0.6201464079939877,18.39713238066441,38.39713238066441,18.169095638911003,23.211669376462023,25.765703241326737,61.35126604230991,18.284578630138167,23.02354278297287,23.141834975262697,23.694073533481564,38.221485573472755,18.143093506968132,23.323458138574516,25.8412531622052,38.288596983683874,61.29846488824237,1.120265400398871,0.0,15.38009157681578,0.500118992404882
0.645985841660404,18.418139895510414,38.41813989551042,18.175233345431696,23.22803553991499,25.78369812416242,61.368957915218175,18.29875351295344,23.028864681461172,23.15320779147613,23.72825836600363,38.23562928399732,18.152867877187536,23.340093551567588,25.861983980674797,38.304853523582345,61.31426588722545,1.1671123489112931,0.0,15.396267172841375,0.5211265072508893
0.6718252753268201,18.439160582378683,38.43916058237868,18.180958241818246,23.24467884124646,25.801854019704123,61.3866771357651,18.312775515560073,23.034186706465995,23.164676013686513,23.762516549498486,38.24982285135553,18.162603305891793,23.356648134109296,25.882853206161894,38.3211046334621,61.330119541287516,1.2139724694459746,0.0,15.412469112911491,0.5421471941191559
0.6976647089932363,18.460194399772703,38.4601943997727,18.186271940063605,23.26159956939005,25.82016893630806,61.4044236286819,18.326645345378765,23.039508514479916,23.176239639424026,23.79684752131894,38.264066269268625,18.172299732617986,23.37312318807144,25.903859476541843,38.33735023854508,61.34602583844001,1.260845720506415,0.0,15.428697314033123,0.5631810115131796
0.7235041426596523,18.48124130630327,38.48124130630327,18.191176224933507,23.278797784088212,25.8386409389228,61.422197318954915,18.340363726933514,23.044829774240398,23.187898641229456,23.831250714782705,38.27835953167064,18.18195709871847,23.389520032743075,25.925001410712277,38.353590264511304,61.36198476651766,1.3077320607033969,0.0,15.444951693427837,0.5842279180437449
0.7493435763260685,18.502301260688586,38.50230126068858,18.19567304984273,23.296273320476033,25.85726814863015,61.439998131825384,18.353931401455064,23.05015016628242,23.199652967284685,23.865725559383925,38.29270263271077,18.191575347377228,23.405840003446233,25.946277609961843,38.36982463750006,61.377996313177555,1.35463144875513,0.0,15.461232168532053,0.6052878724290612
0.7751830099924848,18.523374221754416,38.523374221754416,18.199764532419124,23.3140257940248,25.87604874213846,61.457825992788834,18.367349126478153,23.055469382505354,23.211502542037593,23.900271481002566,38.30709556675593,18.201154423625784,23.4220844501603,25.96768665933041,38.38605328411067,61.39406046589848,1.4015438434873766,0.0,15.477538656997298,0.6263608334948911
0.801022443658901,18.54446014843421,38.54446014843421,18.203452949777443,23.33205460581886,25.894980951232668,61.475680827594964,18.38061767543277,23.06078712575379,23.223447266821164,23.93488790211125,38.32153832839318,18.210694274358527,23.43825473615827,25.989227128958053,38.40227613140348,61.41017721197988,1.4484692038335867,0.0,15.49387107669047,0.6474467601746846
0.8268618773253171,18.56555899976922,38.565558999769216,18.20674073352576,23.350358948138727,25.91406306218576,61.493562562247334,18.39373783723004,23.06610310941244,23.235487020466614,23.969574241979686,38.33603091243199,18.22019484834759,23.45435223665747,26.010897575420056,38.418493106900705,61.426346538541004,1.4954074888350122,0.0,15.510229345694073,0.6685456115096952
0.8527013109917332,18.586670734908623,38.58667073490862,18.20963046452807,23.368937810322727,25.933293415135363,61.51147112300262,18.406710415843097,23.071417057014703,23.24762165991038,24.004329916876333,38.35057331390688,18.229656096257184,23.47037833748738,26.03269654304522,38.434704138587456,61.4425684325202,1.54235865764083,0.0,15.526613382306465,0.6896573466490982
0.8785407446581492,18.60779531310963,38.607795313109634,18.212124867447415,23.387789984879138,25.952670403429128,61.5294064363707,18.419536229883363,23.076728701864813,23.259851020794883,24.039154340267274,38.36516552807966,18.2390779706574,23.48633443377708,26.0546225652152,38.45090915491248,61.45884288067387,1.5893226695082514,0.0,15.543023105042055,0.7107819248501029
0.9043801783245656,18.62893269373757,38.628932693737575,18.2142268050941,23.406914073820836,25.97219247294281,61.547368429113995,18.43221611217277,23.082037786673354,23.272174918063047,24.074046923012226,38.3798075504419,18.24846042603748,23.50222192866448,26.076674165642395,38.46710808478914,61.47516986957588,1.6362994838026137,0.0,15.559458432631533,0.7319193054780486
0.9302196119909817,18.650082836266048,38.650082836266044,18.215939272604004,23.426308495194135,25.9918581213739,61.5653570282472,18.444750909312255,23.08734406320575,23.284593146546328,24.10900707355752,38.39449937671739,18.25780341881855,23.518042232029586,26.098849859624494,38.48330085759626,61.49154938561642,1.6832890599975037,0.0,15.575919284022062,0.7530694480065219
0.9560590456573977,18.671245700276955,38.671245700276955,18.217265391471646,23.44597148977401,26.011665897513907,61.58337216103687,18.457141481247064,23.09264729194356,23.297105481546392,24.144034198125965,38.40924100286439,18.267106907365847,23.533796759253676,26.121148155273477,38.499487403178954,61.50798141500147,1.730291357674827,0.0,15.59240557837746,0.7742323120174285
0.981898479323814,18.692421245460622,38.69242124546062,18.21820840346316,23.465901127898142,26.03161440050233,61.601413755001055,18.469388700829253,23.09794724175818,23.30971167941022,24.179127700903518,38.42403242507815,18.276370852000376,23.549486930006157,26.1435675547175,38.5156676518495,61.52446594375183,1.7773063365249127,0.0,15.608917235078383,0.7954078572010976
1.0077379129902302,18.713609431615893,38.71360943161589,18.218771664433337,23.486095316412573,26.05170227906451,61.61948173790895,18.481493453377865,23.103243689596727,23.322411478098772,24.214286984222692,38.43887363979319,18.28559521500999,23.565114167060873,26.166106555273966,38.53184153438824,61.541002957702204,1.8243339563465966,0.0,15.625454173722503,0.8165960433563667
1.0335773466566462,18.73481021865017,38.73481021865017,18.21895863807094,23.506551805702774,26.071928230736006,61.63757603778035,18.4934566362372,23.108536420179675,23.335204597749005,24.24951144874259,38.45376464368572,18.294779960660005,23.58067989514306,26.188763650592225,38.54800898204427,61.55759244250067,1.8713741770472916,0.0,15.64201631412464,0.8377968303906449
1.0594167803230625,18.756023566579522,38.75602356657953,18.21877288959572,23.527268196784323,26.092291001075555,61.655696582885426,18.505279158333614,23.113825225709967,23.34809074122939,24.284800493625553,38.46870543367602,18.303925055203198,23.596185539808573,26.21153733176483,38.56416992653639,61.574234383607596,1.918426958643059,0.0,15.658603576316926,0.8590101783199956
1.0852562139894786,18.77724943552873,38.77724943552873,18.218218079429935,23.54824194842858,26.112789382868637,61.67384330174432,18.516961939731278,23.11910990559324,23.36106959468871,24.32015351671026,38.48369600693069,18.313030466889266,23.611632526356182,26.23442608840597,38.5803243000538,61.590928766295015,1.9654922612586836,0.0,15.675215880548931,0.8802360472692055
1.1110956476558949,18.79848778573137,38.79848778573137,18.217297956866027,23.569470384299663,26.133422215323378,61.69201612312655,18.528505911187345,23.124390266168852,23.37414082809828,24.355569914681364,38.49873636086512,18.32209616597375,23.627022278774245,26.257428409696356,38.59647203525703,61.607675575645644,2.01257004512774,0.0,15.691853147287796,0.901474397471845
1.1369350813223111,18.819738577529858,38.819738577529854,18.216016353751737,23.59095070008009,26.154188383260486,61.710214976050835,18.539912013706942,23.1296661204513,23.38730409578751,24.391049083235515,38.51382649314571,18.33112212472638,23.642356218722274,26.28054278539341,38.61261306527856,61.624474796552406,2.059660270592643,0.0,15.708515297218353,0.9227251892703313
1.162774514988727,18.841001771375492,38.841001771375495,18.21437717821237,23.6126799705637,26.17508681629869,61.728439789784495,18.551181198098345,23.134937287881698,23.4005590369727,24.426590417243723,38.52896640169226,18.340108317438883,23.65763576454833,26.303767706806525,38.62874732372374,61.6413264137173,2.106762898104695,0.0,15.725202251243207,0.9439883831159666
1.1886139486551432,18.862277327828526,38.86227732782852,18.212384408429006,23.63465515669575,26.196116488036935,61.746690493843296,18.562314424528843,23.14020359408907,23.41390527627917,24.46219331091011,38.54415608468029,18.349054720432175,23.672862330342653,26.327101667736308,38.64487474467151,61.65823041165086,2.153877888224142,0.0,15.741913930482854,0.9652639395689989
1.2144533823215595,18.88356520755819,38.8835652075582,18.210042086490514,23.656873112541334,26.217276415234746,61.764967017990635,18.573312662081623,23.145464870660984,23.427342424256558,24.497857157926962,38.559395540543264,18.357961312063093,23.68803732502796,26.35054316537798,38.66099526267511,61.67518677467131,2.2010052016202244,0.0,15.758650256275768,0.9865518192986646
1.2402928159879754,18.904865371342744,38.904865371342744,18.20735431233559,23.679330592164593,26.238565656991344,61.783269292237485,18.584176888314065,23.150720954923262,23.440870077887404,24.53358135162604,38.57468476797497,18.36682807273043,23.70316215148666,26.37409070118808,38.677108812762825,61.692195486903785,2.2481447990711954,0.0,15.775411150178462,1.007851983083219
1.2661322496543916,18.9261777800695,38.92617778006951,18.204325237800152,23.70202425640264,26.259983313924973,61.80159724684187,18.594908088817906,23.15597168972843,23.45448782108886,24.569365285126178,38.59002376593177,18.37565498488057,23.71823820572526,26.397742781714893,38.69321533043883,61.70925653227965,2.295296641464368,0.0,15.792196533965562,1.0291643918099767
1.291971683320808,18.947502394734865,38.94750239473487,18.200959060783962,23.72495067951949,26.281528527352986,61.81995081230824,18.605507256781532,23.16121692325259,23.468195225207477,24.605208351477106,38.605412533634826,18.384442033012363,23.733266876075817,26.42149791939206,38.70931475168372,61.7263698945356,2.342460689796148,0.0,15.809006329629872,1.0504890064753403
1.317811116987224,18.96883917644434,38.96883917644434,18.197260019549095,23.748106355726527,26.303200478473222,61.83832991938732,18.615975392554876,23.166456508800408,23.481991849507175,24.641109943799623,38.62085107057242,18.393189203681622,23.748249542434532,26.445354633295825,38.72540701295546,61.7435355572131,2.3896369051720394,0.0,15.825840459382407,1.071825788184815
1.3436505506536403,18.990188086412573,38.99018808641257,18.193232387161714,23.771487705557742,26.324998387547662,61.85673449907556,18.626313503217204,23.171690304617858,23.495877241650177,24.677069455421826,38.63633937650214,18.401896485504963,23.76318757553716,26.469311449865796,38.7414920511898,61.76075350365753,2.4368252488066844,0.0,15.842698845652446,1.093174698153045
1.3694899843200563,19.01154908596333,39.01154908596333,18.188880466087166,23.795091082088966,26.346921513088557,61.8751644826146,18.63652260214818,23.17691817371249,23.50985093817092,24.713086280011808,38.65187745145322,18.410563869163017,23.778082336271144,26.493366903589706,38.75756980380124,61.77802371701753,2.4840256820238626,0.0,15.859581411087555,1.1145356977038068
1.3953294179864726,19.03292213652957,39.032922136529564,18.184208582947267,23.818912776991898,26.368969151047615,61.89361980149104,18.646603708602445,23.182139983680898,23.523912464943038,24.749159811706395,38.66746529572859,18.419191347403288,23.792935175023917,26.517519537652454,38.77364020868349,61.79534618024424,2.5312381662565167,0.0,15.876488078553614,1.1359087482700438
1.4211688516528889,19.05430719965338,39.05430719965338,18.179221083447423,23.842949026414935,26.391140634008476,61.912100387435814,18.65655784728823,23.1873556065431,23.53806133763906,24.785289445236334,38.68310290990728,18.42777891504219,23.807747431067156,26.54176790454982,38.78970320421035,61.81272087609058,2.5784626630467415,0.0,15.893418771134813,1.1572938113938522
1.4470082853193047,19.075704236986017,39.07570423698601,18.17392232748007,23.86719601668416,26.413435330382754,61.9306061724238,18.666386047950088,23.1925649185836,23.55229706218304,24.821474576047624,38.69879029484642,18.4363265689667,23.822520431976205,26.56611056666735,38.80575872923603,61.830147787110555,2.6256991340457945,0.0,15.910373412133676,1.1786908487264902
1.4728477189857212,19.09711321028791,39.097113210287915,18.168316684409678,23.89164988981886,26.43585264360998,61.94913708867342,18.676089344956182,23.19776780019876,23.56661913519609,24.857714600419232,38.71452745168358,18.444834308135412,23.837255493084406,26.59054609682524,38.82180672309622,61.8476268956586,2.6729475410141057,0.0,15.927351925071049,1.200099822028385
1.498687152652137,19.118534081428628,39.11853408142863,18.162408528543605,23.91630674885732,26.458392011361397,61.96769306864607,18.685668776890335,23.20296413575039,23.58102704443441,24.894008915577047,38.730314381838824,18.453302133579005,23.851953916971393,26.61507307878939,38.83784712560839,61.865158183888845,2.720207845821241,0.0,15.944354233686072,1.2215206931691032
1.5245265863185533,19.139966812386895,39.139966812386895,18.15620223479192,23.941162662989555,26.481052904747646,61.98627404504591,18.69512538614928,23.20815381342513,23.595520269220227,24.93035691980431,38.74615108701696,18.46173004840015,23.866616992984895,26.639690107749814,38.85387987707258,61.88274163375453,2.767480010445922,0.0,15.961380261936185,1.2429534241273676
1.5503660199849696,19.161411365250547,39.161411365250544,18.149702174518495,23.966213672494877,26.503834827530785,62.00487995081907,18.704460218545044,23.21333672509954,23.610098280865284,24.966758012548265,38.7620375692096,18.47011805777293,23.881245996795094,26.66439579076677,38.8699049182719,61.90037722700709,2.8147639969759894,0.0,15.978429933997068,1.2643979769910205
1.5762054536513854,19.182867702216527,39.18286770221653,18.142912711584525,23.991455793482864,26.526737315339872,62.02351071915347,18.71367432291309,23.218512766210562,23.624760543086914,25.003211594523354,38.77797383069733,18.478466168941605,23.895842189980968,26.68918874718567,38.88592219047322,61.91806494519583,2.8620597676083848,0.0,15.995503174262613,1.2858543139569991
1.602044887317802,19.20433578559087,39.20433578559087,18.135838198584977,24.016885022437645,26.549759934890936,62.042166283478146,18.722768750726214,23.223681835631155,23.63950651241673,25.039717067810756,38.79395987405171,18.486774391218916,23.910406819647616,26.71406760902135,38.90193163542775,61.93580476966696,2.9093672846491483,0.0,16.01259990734489,1.3073223973313457
1.6278843209842178,19.22581557778867,39.225815577788666,18.128482973277514,24.042497340565593,26.572902283210347,62.060846577463025,18.731744555714418,23.228843835550943,23.654335638601705,25.076273835954517,38.80999570213755,18.495042735983834,23.924941118073818,26.7390310213128,38.91793319537157,61.95359668156316,2.956686510513361,0.0,16.02972005807407,1.3288021895291435
1.6537237546506343,19.247307041334032,39.24730704133403,18.12085135520282,24.06828871794823,26.596163986862273,62.07955153501819,18.740602793491124,23.23399867136159,23.669247364997876,25.112881304054092,38.82608131811484,18.503271216678694,23.93944630238887,26.764077642449003,38.93392681302617,61.971440661822854,3.0040174077251414,0.0,16.04686355149838,1.3502936530745073
1.6795631883170503,19.268810138860065,39.26881013886006,18.112947642494497,24.094255117501763,26.619544701179322,62.09828109029364,18.749344521185762,23.239146251546764,23.68424112895632,25.14953887885356,38.84221672544086,18.511459848805888,23.953923574277855,26.789206144466867,38.94991243159909,61.989336691179616,3.051359938917586,0.0,16.06403031288402,1.3717967506005353
1.7054026219834664,19.2903248331088,39.290324833108805,18.104776108876088,24.12039249874626,26.643044109496778,62.11703517767864,18.757970797082976,23.24428648757646,23.699316362201564,25.186245968827354,38.8584019278722,18.51960864992393,23.968374119714472,26.814415213322313,38.96588999478439,62.00728475016147,3.098714066832743,0.0,16.081220267715086,1.3933114448492776
1.7312420556498826,19.311851086931217,39.31185108693121,18.0963410008423,24.146696821387472,26.666661922389814,62.13581373180141,18.76648268026864,23.249419293805545,23.714472491202446,25.223001984262762,38.8746369294668,18.527717639643097,23.9827991087203,26.839703549135155,38.981859446763266,62.025284819090395,3.1460797543215717,0.0,16.098433341693493,1.4148376986716897
1.7570814893162985,19.33338886328711,39.33338886328711,18.087646535020923,24.173164048715055,26.69039787691371,62.15461668752846,18.774881230282812,23.254544587376262,23.72970893753519,25.259806337339047,38.890921734585945,18.535786839620425,23.997199695149796,26.865069866408945,38.997820732204495,62.04333687808165,3.193456964343883,0.0,16.115669460738868,1.436375475027584
1.782920922982715,19.354938125245113,39.35493812524511,18.078696895711523,24.19979015082127,26.71425173584663,62.173443979964325,18.783167506779698,23.25966228812468,23.74502511823881,25.296658442203377,38.90725634789628,18.54381627355427,24.011577016499967,26.890512894226642,39.01377379626488,62.061440907043135,3.2408456599683007,0.0,16.132928550988456,1.4579247369855854
1.8087603566491313,19.376498835982595,39.37649883598259,18.069496232596663,24.226571107644837,26.738223286934886,62.192295544450864,18.791342569194956,23.26477231849071,23.760420446162875,25.333557715043597,38.9236407743717,18.551805967178325,24.02593219374366,26.916031376423028,39.02971858458989,62.07959688567495,3.2882458043721976,0.0,16.150210538797005,1.4794854477230674
1.834599790315547,19.39807095878563,39.39807095878563,18.060048658620975,24.253502911844713,26.76231234214034,62.211171316566976,18.79940747642017,23.26987460343177,23.775894330307455,25.370503574157805,38.940075019295406,18.559755948255127,24.04026633118587,26.94162407173485,39.04565504331411,62.09780479346869,3.335657360841653,0.0,16.167515350736664,1.501057570526106
1.8604392239819634,19.41965445704893,39.41965445704893,18.050358248033202,24.280581571509007,26.78651873688962,62.23007123212795,18.807363286484875,23.27496907033974,23.79144617615541,25.40749544002089,38.956559088261756,18.567666246569022,24.054580516341623,26.96728975392955,39.061583119061645,62.116064609706896,3.3830802927713672,0.0,16.184842913596842,1.5226410687894036
1.8862786576483794,19.44124929427576,39.441249294275764,18.04042903458612,24.30780311270441,26.81084232932508,62.24899522718507,18.815211056246,23.28005564896122,23.807075385996896,25.444532735348098,38.973092987178205,18.575536893918695,24.068875819835007,26.993027211913606,39.077502758946565,62.1343763134626,3.430514563664614,0.0,16.20219315438409,1.544235906016234
1.9121180913147955,19.462855434077895,39.462855434077895,18.03026500988886,24.335163581871818,26.835282999557013,62.26794323802514,18.82295184108498,23.285134271320857,23.82278135924615,25.481614885155523,38.98967672226719,18.583367924109155,24.08315329531809,27.01883524982137,39.0934139105735,62.152739883598606,3.477960137133167,0.0,16.219566000321947,1.5658420458183717
1.9379575249812118,19.48447284017554,39.48447284017555,18.01987012190637,24.36265904807372,26.859840648916975,62.286915201169876,18.83058669461247,23.290204871647656,23.838563492750524,25.518741316817856,39.00631030006798,18.591159372943245,24.09741397940897,27.044712687085205,39.109316522037936,62.17115529876718,3.525416976897227,0.0,16.23696137885082,1.5874594519160152
1.963796958647628,19.506101476397244,39.50610147639725,18.009248273600257,24.390285605099418,26.884515199212085,62.30591105337564,18.83811666838083,23.295267386304168,23.85442118109188,25.555911460123156,39.022993727438575,18.598911278212665,24.11165889164802,27.07065835848799,39.12521054192675,62.18962253740922,3.5728850467853492,0.0,16.254379217627815,1.6090880881377208
1.9896363923140443,19.527741306679836,39.527741306679836,17.99840332170535,24.41803937343369,26.90930659197969,62.32493073163259,18.8455428116043,23.30032175371833,23.870353816880158,25.593124747324897,39.039727011557446,18.60662367968855,24.1258890344714,27.096671114198674,39.14109591931849,62.208141577754056,3.6203643107343524,0.0,16.271819444526578,1.6307279184203092
2.0154758259804604,19.54939229506833,39.54939229506833,17.987339075636484,24.445916502095155,26.934214787742693,62.34397417316453,18.852866170887026,23.305367914318005,23.886360791039383,25.630380613191324,39.05651015992545,18.61429661911148,24.140105393201143,27.12274981979196,39.15697260378387,62.226712397818744,3.6678547327892645,0.0,16.289281987637146,1.6523789068088028
2.0413152596468764,19.571054405715838,39.571054405715834,17.976059296519523,24.47391317034996,26.959239765264766,62.36304131542828,18.86008778995885,23.310405810467977,23.90244149308595,25.66767849505206,39.073343180367495,18.62193014018119,24.154308936050718,27.14889335625265,39.17284054538623,62.24533497540758,3.71535627710319,0.0,16.306766775265753,1.6740410174563134
2.0671546933132925,19.592727602883507,39.59272760288351,17.96456769634104,24.502025589306932,26.98438152080574,62.38213209611303,18.867208709418975,23.31543538640934,23.91859531139932,25.705017832842234,39.09022608103439,18.62952428854563,24.16850061414548,27.175100619965775,39.188699694681716,62.26400928811169,3.762868907937273,0.0,16.324273735934668,1.6957142146239814
2.0929941269797085,19.61441185094039,39.614411850940385,17.952867937211124,24.530250003399935,27.00964006737669,62.40124645314009,18.8742299664874,23.320456588201225,23.93482163348514,25.742398069143963,39.10715887040451,18.63707911178975,24.182681361557066,27.201370522693107,39.20455000271988,62.282735313308486,3.810392589660572,0.0,16.34180279838202,1.717398462680864
