delta_B,2_T_2_0,2_T_2_1,2_T_2_2,2_T_2_3,2_T_2_4,2_T_2_5,2_T_2_6,2_T_2_7,2_T_2_8,2_T_2_9,2_T_1_0,2_T_1_1,2_T_1_2,2_T_1_3,2_T_1_4,2_T_1_5,2_T_1_6,2_T_1_7,2_E_0,2_E_1,2_E_2,2_E_3,2_E_4,2_E_5,2_E_6,2_A_1_0,2_A_1_1,2_A_1_2,2_A_1_3,2_A_2_0,2_A_2_1,2_A_2_2,4_T_1_0,4_T_1_1,4_T_1_2,4_T_2_0,4_T_2_1,4_T_2_2,4_E_0,4_E_1,6_A_1,4_A_1,4_A_2
0.0,46.816,46.81600000000001,53.426544198557785,54.77000000000001,57.77,57.815999999999995,61.816,75.77000000000001,82.77,109.06745580144222,46.815999999999995,54.77,57.769999999999996,57.769999999999996,57.815999999999995,61.81600000000002,82.76999999999998,99.76999999999998,46.81600000000001,53.42654419855779,57.77000000000001,57.81600000000001,75.77000000000001,82.76999999999998,109.06745580144222,46.816,57.816,67.81599999999999,82.77,46.816,54.77,61.815999999999995,32.385000000000005,38.339,53.33899999999999,32.385000000000005,39.385,53.33899999999999,32.385000000000005,39.385000000000005,0.0,32.385000000000005,53.339
0.0046558186093069815,46.81563403822617,46.81590141740304,53.42504968208396,54.77098135993223,57.7703880382907,57.816481322124176,61.81593855453464,75.7700737910727,82.77006304226417,109.0674887540683,46.815806894934155,54.769888049271024,57.76614327268669,57.77006575995589,57.81996837385074,61.816084364561775,82.77002782242843,99.77001546231126,46.815955032970706,53.42636464647426,57.76430957545368,57.82185932960673,75.77002563133031,82.7699710779021,109.06751470626214,46.81599686804253,57.81595735640483,67.81593373541307,82.7701120401396,46.81578198509877,54.770156485485124,61.8160615294161,32.38468807090665,38.33929123925359,53.339020689839764,32.38495566454933,39.38491123363349,53.33913310181719,32.385000000000005,39.385000000000005,0.0,32.385000000000005,53.339
0.009311637218613963,46.81453611609232,46.81560566007621,53.42058346333762,54.773908122799135,57.77154148738707,57.81793594468502,61.81575426951535,75.77029515355254,82.77025216987758,109.06758761267722,46.815227620445675,54.76955215266228,57.757028133513536,57.770263009125784,57.82941849904631,61.816337446433266,82.770111289337,99.77006184943623,46.81582012702171,53.42582606158093,57.75180565196224,57.83486990042978,75.77010252627304,82.7698843132626,109.0676914194697,46.81598747202294,57.81582942467166,67.81573495111903,82.77044815218638,46.8151280025848,54.77062587408405,61.81624612333116,32.383752470342614,38.340164769173676,53.33908276048372,32.38482265483023,39.3846449514401,53.33953239372967,32.385000000000005,39.385000000000005,0.0,32.385000000000005,53.339
0.013967455827920945,46.812706123410834,46.815112699427665,53.41319657698091,54.77872930527894,57.77342898480126,57.82039519090747,61.81544729919953,75.77066405522916,82.77056738530234,109.06775237946192,46.81426229861843,54.76899217711875,57.74568762306018,57.77059165540046,57.841317474082935,61.81675921017579,82.77025039959547,99.77013916194801,46.81559526756952,53.42492865785621,57.737018341771694,57.85050139676691,75.7702306876834,82.76973971104394,109.0679859373083,46.815971811499665,57.81561620195792,67.81540367551476,82.77100831102766,46.81403823893588,54.77140796232047,61.816553798743655,32.38219375788786,38.341620026806204,53.33918621530595,32.38460096074191,39.38420120413082,53.34019783512726,32.385000000000005,39.385000000000005,0.0,32.385000000000005,53.339
0.018623274437227926,46.81014387736687,46.814422487857755,53.402971013907916,54.785363035506265,57.77600061003774,57.82390888106494,61.815017901107026,75.77118044243528,82.77100869263928,109.06798305807705,46.81291113278149,54.76820790158366,57.73345719914757,57.77105154521219,57.854330072419,61.81734959673411,82.77044515132029,99.77024740080175,46.815280430308654,53.423672791621016,57.721468734924954,57.86723238979182,75.77041012031962,82.7695372795166,109.06839825351737,46.81594988573675,57.81531768352691,67.81493995591661,82.77179247481973,46.812513004644345,54.77250241137681,61.816984583978865,32.380012864285874,38.34365607578398,53.33933105993014,32.384290565451145,39.383580076199245,53.34112935834961,32.385000000000005,39.385000000000005,0.0,32.385000000000005,53.339
0.02327909304653491,46.80684912376374,46.81353495883913,53.39001552767149,54.79370079607424,57.779192050297446,57.82854111536019,61.81446643665993,75.77184424007088,82.77157609762392,109.06827965363905,46.81117440729355,54.76719901804707,57.7208533489343,57.77164246345741,57.86794012960926,61.818108523449446,82.77069554187426,99.77038656733475,46.81487558121161,53.42205896107447,57.70566130496763,57.88455793231232,75.77064083084238,82.76927703025846,109.06892835933309,46.81592169370376,57.8149338627492,67.81434385854325,82.77280058500382,46.810552733762115,54.77390874755744,61.81753851868045,32.37721108862317,38.34627160914693,53.3395173022299,32.38389144539439,39.382781685884495,53.342326868721116,32.385000000000005,39.385000000000005,0.0,32.385000000000005,53.339
0.02793491165584189,46.80282153876437,46.81245002702881,53.374460484490776,54.80361264170859,57.782931088523206,57.834363715414625,61.81379337208425,75.77265535163795,82.77226960762098,109.06864217272646,46.80905248724162,54.76596513300754,57.70809817459564,57.772364133390646,57.88192595655243,61.8190358840793,82.77100156786656,99.77055666326632,46.81438067652946,53.42008780564601,57.689797317521474,57.902276150845424,75.77092282781382,82.76895897815439,109.06957624348941,46.81588723407559,57.81446473110458,67.81361546849105,82.7740325663288,46.80815798326606,54.775626362935164,61.818215653798774,32.37379009440843,38.34946495326239,53.33974495232919,32.38340357028083,39.38180618511939,53.34379024459979,32.385000000000005,39.385000000000005,0.0,32.385000000000005,53.339
0.03259073026514887,46.79806073112618,46.81116758841213,53.35645229355698,54.81495285339695,57.78714582260313,57.84144791704332,61.81299927958034,75.77361365928415,82.77308923161716,109.06907062337969,46.806545818055234,54.76450576934014,57.695299802403355,57.773216216492195,57.89617992903696,61.820131548821614,82.77136322515263,99.77075769069793,46.813795662792174,53.41776010516522,57.673970742339634,57.920292334392265,75.7712561216964,82.76858314139506,109.07034189221925,46.815846505232436,57.81391027818465,67.81275488970293,82.77548832688,46.80532943224569,54.7776545161785,61.81901605157581,32.36975190457905,38.35323407281809,53.34001402260286,32.38282690309622,39.38065375946388,53.3455193374399,32.385000000000005,39.385000000000005,0.0,32.385000000000005,53.339
0.03724654887445585,46.79256624492581,46.809687520478676,53.336147910649814,54.827565534064654,57.79177286419035,57.84985606774955,61.81208483877057,75.77471902385714,82.77403498021208,109.0695650151014,46.80365492503655,54.76282036856208,57.68251665738864,57.774198312312535,57.910644211408055,61.821395364345044,82.7717805088342,99.77098965211286,46.813120476809246,53.41507677885144,57.65823090788665,57.93855628086901,75.7716407248515,82.76814954147619,109.07122528925599,46.81579950525954,57.8132704916958,67.81176224493008,82.77716775811457,46.80206788091603,54.77999233355733,61.819939785526635,32.36509889546973,38.357576576852864,53.34032452767741,32.38216140010764,39.3793246280239,53.347513971868466,32.385000000000005,39.385000000000005,0.0,32.385000000000005,53.339
0.04190236748376283,46.7863375627706,46.808009682429734,53.31370980089674,54.841289757696586,57.79676324520964,57.85963560313008,61.81105083843443,75.7759712849677,82.77510686560832,109.07012535885622,46.80038041280807,54.760908293486075,57.66978309275068,57.77530995829663,57.925285125197675,61.8228271538254,82.77225341325881,99.77125255037667,46.81235504567042,53.412038884126524,57.64260607862992,57.957038721003144,75.77207665153766,82.76765820319714,109.07222641583526,46.81574623194705,57.81254535746298,67.81063767568698,82.77907073490299,46.79837424945909,54.78263881012324,61.82098694041767,32.359833789784815,38.36248972578344,53.34067648443176,32.38140701086908,39.377819043355544,53.349773945775375,32.385000000000005,39.385000000000005,0.0,32.385000000000005,53.339
