10Dq,2_T_2_0,2_T_2_1,2_T_2_2,2_T_2_3,2_T_2_4,2_T_2_5,2_T_2_6,2_T_2_7,2_T_2_8,2_T_2_9,2_T_1_0,2_T_1_1,2_T_1_2,2_T_1_3,2_T_1_4,2_T_1_5,2_T_1_6,2_T_1_7,2_E_0,2_E_1,2_E_2,2_E_3,2_E_4,2_E_5,2_E_6,2_A_1_0,2_A_1_1,2_A_1_2,2_A_1_3,2_A_2_0,2_A_2_1,2_A_2_2,4_T_1_0,4_T_1_1,4_T_1_2,4_T_2_0,4_T_2_1,4_T_2_2,4_E_0,4_E_1,6_A_1,4_A_1,4_A_2
400.4004004004004,40230.26173416211,40253.27516725906,45828.799385756014,47176.12905602396,49709.792706610046,49768.90244307043,53156.51243354766,65168.538424514256,71187.62221537539,93800.84643368109,40245.18174962372,47092.54119487424,49585.12385628749,49687.83354144988,49828.47032530504,53169.00697660881,71184.59246153734,85803.52989431348,40257.889386602066,45931.43694911733,49559.31766519473,49859.12024107772,65164.40496940143,71179.71387300716,93803.07691559958,40261.49054719917,49718.09197911307,58316.06795429143,71191.82951939633,40243.05463596008,47115.60981751241,53167.05554652752,27824.405297815287,32996.454577866316,45873.3201243184,27847.28476327605,33863.47807056521,45882.97716615874,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
440.4404404404405,40223.6407204244,40251.49163682156,45806.252818160036,47189.42967891581,49714.63866001311,49779.73614145514,53155.41997044762,65169.867544578476,71188.76102905768,93801.4418001262,40241.70767406039,47090.50502916453,49574.307964861706,49689.0109754117,49841.31764582159,53170.5266939298,71185.09480984331,85803.809206907,40257.07567261411,45928.21769954845,49546.117487244934,49875.348544738255,65164.86818612978,71179.19208744845,93804.14032227606,40261.43393528856,49717.32152252768,58314.87434407719,71193.85019810658,40239.137716001715,47118.41364295727,53168.16864104102,27818.832681839423,33001.65316284416,45873.69415531642,27846.482950965943,33861.880534374824,45885.376514659234,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
480.48048048048054,40216.38667990226,40249.53756864876,45782.28519111467,47203.279808791296,49719.74906358679,49791.78963048929,53154.22730333093,65171.32247294972,71190.00836003218,93802.09392115416,40237.905649403634,47088.27190108967,49563.574543134644,49690.298306971294,49854.279199524855,53172.19029180855,71185.64497351323,85804.11513455423,40256.18410953809,45924.6969499767,49533.04712118912,49891.73058864831,65165.37558765361,71178.62072791618,93805.30491507804,40261.371921079364,49716.477620640755,58313.56774026847,71196.06271801144,40234.85218813164,47121.47965778345,53169.3881540849,27812.742402264463,33007.33370779778,45874.10388993776,27845.60453175034,33860.132071596476,45888.003396653185,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
520.5205205205206,40208.49899199332,40247.41278106896,45757.02507173687,47217.55495023613,49725.12489938123,49805.057764477606,53152.93550634072,65172.90299935006,71191.36422418995,93802.80281122522,40233.7764623621,47085.841021015265,49552.930033751676,49691.69492297263,49867.349396002115,53173.9975377722,71186.24294509075,85804.4476810332,40255.21460124436,45920.87607203995,49520.11099722531,49908.26064036283,65165.92719274258,71177.99982708864,93806.57066929627,40261.3045016535,49715.56025483033,58312.14832860864,71198.4669149075,40230.199243607596,47124.806559376695,53170.71419701571,27806.13791609852,33013.49273344573,45874.54935045575,27844.649439216177,33858.23301342661,45890.85754735721,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
560.5605605605606,40199.97700312958,40245.117077980176,45730.59408538134,47232.13852025182,49730.77027229948,49819.53126141023,53151.54575912039,65174.60889563417,71192.8286387353,93803.56848605763,40229.32096446457,47083.21154761545,49542.37936850231,49693.20015597926,49880.52421714051,53175.948179377054,71186.8887164703,85804.80685045055,40254.16704324982,45916.75654894371,49507.312226832306,49924.934180624485,65166.52302178737,71177.32942047753,93807.93755808476,40261.231673837865,49714.569404879294,58310.61631069626,71201.06261058658,40225.18016979891,47128.39293947343,53172.14689072768,27799.022936762187,33020.12650215186,45875.03056108595,27843.617601212758,33856.18371923282,45893.93867955443,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
600.6006006006007,40190.820031924464,40242.65024918954,45703.10634047497,47246.92253078183,49736.690263395474,49835.19873345074,53150.05935009406,65176.43991589269,71194.40162216872,93804.39096262766,40224.5400711883,47080.38259188604,49531.926458016955,49694.81328411147,49893.800724388304,53178.04194427134,71187.58227889659,85805.19264724103,40253.04132271945,45912.33997359457,49494.653014767224,49941.74749323242,65167.16309679677,71176.60954642584,93809.40555246378,40261.15343420382,49713.505048981344,58308.97190391179,71203.84961290305,40219.79634839155,47132.23728599248,53173.68636561597,27791.40142392333,33027.23102808925,45875.54754798742,27842.50893986122,33853.98457639872,45897.24648374006,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
640.6406406406406,40181.02737468679,40240.01207077875,45674.668216128426,47261.807900425876,49742.88962836387,49852.047879495774,53148.47768011916,65178.39579656334,71196.08319426834,93805.27025916977,40219.43476102779,47077.353221388956,49521.574500723844,49696.53353090039,49907.176746562036,53180.27854026458,71188.32362296453,85805.60507616782,40251.83731846831,45907.62804660808,49482.134919069635,49958.69740703076,65167.84744139459,71175.84024610574,93810.97462132291,40261.069779066915,49712.36716374755,58307.21534133857,71206.82771584697,40214.04925347814,47136.337984985,53175.33276153686,27783.27757284714,33034.80208788865,45876.1003392642,27841.323371564828,33851.63600015714,45900.78062827804,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
680.6806806806808,40170.59831128908,40237.20230549562,45645.378417077125,47276.704488140844,49749.37212563977,49870.06605802103,53146.802266539424,65180.47625654993,71197.8733760704,93806.20639517679,40214.006074505945,47074.12246470801,49511.326183679426,49698.360065164976,49920.65067559745,53182.657655402756,71189.11273861899,85806.0441423225,40250.55490096376,45902.622574195884,49469.75902070895,49975.781128373834,65168.57608081651,71175.02156351645,93812.64473142463,40260.98070448648,49711.15572421336,58305.34687167837,71209.99669962178,40207.94044953886,47140.6933226963,53177.086227764834,27774.655803324673,33042.83523170845,45876.68896496688,27840.06080702003,33849.13843341181,45904.54075956816,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
720.7207207207207,40159.53211137658,40234.220703171086,45615.32821531321,47291.530927165426,49756.14025058839,49889.24046611645,53145.03474767188,65182.68099734917,71199.77218984767,93807.19939140009,40208.255113129984,47070.68931609565,49501.183816431345,49700.2920009185,49934.221329095955,53185.178958049546,71189.94961515434,85806.50985112472,40249.193932328,45897.32546593782,49457.52603756833,49992.996129370156,65169.34904190647,71174.15354548131,93814.41584740786,40260.88620626528,49709.870703846056,58303.36675916144,71213.35633072723,40201.47158931984,47145.30148773371,53178.94692294646,27765.54074824384,33051.32579466198,45877.313457094184,27838.721151228434,33846.49234654788,45908.52650222369,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
760.7607607607608,40147.82804090153,40231.06700116153,45584.60181364016,47306.214321860316,49763.19520349389,49909.558099056456,53143.17688776446,65185.00970318464,71201.77965908742,93808.24926984965,40202.18303829459,47067.0527402886,49491.14942213292,49702.328397310936,49947.88785546178,53187.84209697437,71190.83424121444,85807.00220832237,40247.754266340955,45891.73873244468,49445.43640305946,50010.340071604325,65170.16635311301,71173.23624164562,93816.28793179193,40260.7862799489,49708.512074552724,58301.27528345131,71216.90636204708,40194.64441161529,47150.16057333365,53180.91501505107,27755.93724186653,33060.26890853866,45877.973849594804,27837.30430350953,33843.698237231176,45912.7374592593,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
800.8008008008007,40135.48536896502,40227.74092481607,45553.27678128452,47320.68985564394,49770.53697713853,49931.00560627627,53141.230582465694,65187.46204114839,71203.89580846726,93809.35605379436,40195.79107013472,47063.211677470594,49481.224800634685,49704.46825861407,49961.64966691568,53190.64670144695,71191.76660479189,85807.52121999147,40246.235748443454,45885.864482917634,49433.49032164914,50027.81075305045,65171.028044485145,71172.2697044735,93818.26094498069,40260.68092082536,49707.079806688744,58299.072739543975,71220.64653294193,40187.460738960246,47155.2685797214,53182.990681318355,27745.850307875415,33069.65951375535,45878.670178369226,27835.810157514326,33840.75663019676,45917.17321228892,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
840.840840840841,40122.50337494828,40224.2421879686,45521.42452461957,47334.900345728376,49778.16449545465,49953.56911348464,53139.1978648536,65190.03766135,71206.12066383028,93810.51976776209,40189.08048633045,47059.165048358125,49471.41157277314,49706.71053425586,49975.50639117981,53193.592381338414,71192.74669322804,85808.06689253618,40244.638215740924,45879.70492261065,49421.687808951625,50045.40607051669,65171.93414766835,71171.253989245,93820.33484526674,40260.57012392466,49705.57386906666,58296.759437662295,71224.5765693464,40179.92247524075,47160.6234165567,53185.174108202555,27735.285147252336,33079.49237147598,45879.40248127168,27834.238601239842,33837.66807702668,45921.83332173348,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
880.880880880881,40108.881355911355,40220.57049345367,45489.110766657475,47348.795770238896,49786.075765398244,49977.23404949295,53137.08091207626,65192.73619707274,71208.45425215844,93811.74043754,40182.05262086695,47054.91175938662,49461.71121178127,49709.05411891085,49989.45783592334,53196.678727229904,71193.77449321246,85808.63923268863,40242.96149700756,45873.26235020235,49410.02872128511,50063.12399271566,65172.88469589986,71170.18915405328,93822.5095888362,40260.45388401809,49703.99422896565,58294.33570314488,71228.69618387139,40172.03160322848,47166.222905458184,53187.46549131334,27724.247126049086,33089.76207583869,45880.17079811222,27832.589517044446,33834.43315591735,45926.717327038205,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
920.920920920921,40094.61863423749,40216.72553364647,45456.39601730747,47362.332785460305,49794.26802292801,50001.984997100895,53134.882052663146,65195.55726493682,71210.89660154484,93813.01809017462,40174.708862751795,47050.450707971555,49452.12506571901,49711.49785265333,50003.50396208479,53199.90531052807,71194.84999078262,85809.23824750888,40241.20541269084,45866.539155083985,49398.51277790166,50080.962540745095,65173.87972400424,71169.07525980087,93824.78512977333,40260.33219561785,49702.34085214141,58291.801876330166,71233.0050759106,40163.790182046956,47172.06478259961,53189.86503535345,27712.741763108952,33100.46306623216,45880.97517065889,27830.86278166415,33831.052471436684,45931.824746899176,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
960.9609609609611,40079.71456549755,40212.70699102591,45423.336022739975,47375.47424510657,49802.7378646674,50027.80557618254,53132.603774573836,65198.50046506933,71213.44774116474,93814.35275397221,40167.050654692706,47045.78078782087,49442.6543735433,49714.04052117937,50017.64486346721,53203.27168358806,71195.97317132336,85809.86394438511,40239.36977491673,45859.537814570176,49387.1395780375,50098.91977382499,65174.919268388156,71167.91237019685,93827.1614200656,40260.20505297626,49700.61370283655,58289.158312435364,71237.50293175183,40155.200344576304,47178.14670137092,53192.37295405278,27700.774717795055,33111.589639564976,45881.815642639966,27829.058266229786,33827.52665427124,45937.155079498974,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
1001.0010010010011,40064.168546508336,40208.51453876041,45389.982186875786,47388.1887293082,49811.48136257102,50054.67836089177,53130.2487340591,65201.565381281434,71216.10770124506,93815.74445849887,40159.079491738405,47040.900894273436,49433.30027661389,49716.68085610471,50031.88075082532,53206.77737984434,71197.1440195668,85810.51633103313,40237.454387495294,45852.26089103964,49375.90861424756,50116.99377881999,65176.00336703551,71166.70055175293,93829.63840960912,40260.07245008534,49698.81274379145,58286.40538143073,71242.18942469248,40146.26429480398,47184.466235096785,53194.98947009924,27688.35177777873,33123.135962474895,45882.69225974637,27827.1758362851,33823.8563609637,45942.7078027512,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
1041.0410410410411,40047.98002355595,40204.14784131611,45356.38196137206,47400.45008809357,49820.49416178545,50082.58482959288,53127.819765418535,65204.75158125195,71218.87651303285,93817.19323458074,40150.79691988544,47035.80992963892,49424.063826887854,49719.41753534376,50046.21193920719,53210.42191394888,71198.36251959138,85811.1954154966,40235.459045927135,45844.71102901286,49364.81928303933,50135.18266252527,65177.13205950165,71165.43987377996,93832.21604621377,40259.93438067599,49696.937936255665,58283.543467908894,71247.06421515945,40136.984305128324,47191.020879805816,53197.71481506587,27675.47884693795,33135.09608342797,45883.60506963408,27825.215351805826,33820.04227364079,45948.48237455338,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
1081.081081081081,40031.14850075315,40199.60655508635,45322.57920280971,47412.23700218784,49829.771563177106,50111.50534445206,53125.31989174978,65208.05861671737,71221.75420876224,93818.6991143044,40142.20453465379,47030.50680851405,49414.94599269207,49722.24918357606,50060.63883767744,53214.20478191772,71199.628654822,85811.9012061469,40233.38353741042,45836.89095217368,49353.87089352081,50153.484545993735,65178.305386908054,71164.13040838414,93834.8942756092,40259.79083821741,49694.989239999726,58280.57297094965,71252.1269508332,40127.36271362219,47197.808057043265,53200.54922933454,27662.16193341258,33147.463944660725,45884.554121926696,27823.17666721972,33816.08509973208,45954.478233048205,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
1121.1211211211212,40013.67354849927,40194.89032904264,45288.61449735182,47423.5325626997,49839.30859244328,50141.419156861026,53122.75233679671,65211.48602366847,71224.74082162026,93820.26213101693,40133.303979634235,47024.990463050985,49405.94766271512,49725.17437280524,50075.16194079677,53218.12546128554,71200.94240802902,85812.63371168301,40231.22764084843,45828.80346034215,49343.06267457281,50171.89756038698,65179.52339193602,71162.77223046299,93837.67304145057,40259.641815916366,49692.96661332745,58277.49430398012,71257.37726677608,40117.40192126369,47204.82511672018,53203.49296201613,27648.407137859576,33160.23339392227,45885.53946821815,27821.05963142753,33811.98557167975,45960.69479689272,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
1161.1611611611613,39995.554812007096,40189.99880540529,45254.52545414643,47434.32387049627,49849.10005774918,50172.304434587975,53120.1205380171,65215.033322552976,71227.83638571136,93821.88231932631,40124.0969450102,47019.25984815373,49397.06964868713,49728.19162301556,50089.78182140499,53222.183411268576,71202.30376132822,85813.3929411316,40228.991126858324,45820.45142640594,49332.39378091421,50190.41984397446,65180.78611882082,71161.36541770148,93840.55228532475,40259.48730671644,49690.87001308886,58274.3078946305,71262.8147855642,40107.10438914081,47212.06933999231,53206.546270866886,27634.22064194765,33173.39819597697,45886.56116207538,27818.864087825088,33807.74444663974,45967.131465535174,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
1201.2012012012015,39976.79201986207,40184.93162033429,45220.34696934986,47444.601655620674,49859.14059767616,50204.13830654316,53117.42816100732,65218.70001848428,71231.04093602067,93823.55971510152,40114.58516605715,47013.31394657849,49388.312687095546,49731.29940293046,50104.49912437597,53226.37807293579,71203.71269618002,85814.17890384662,40226.67375778029,45811.83779321719,49321.86329832943,50209.04954000376,65182.09361334503,71159.91005056757,93843.53194675667,40259.32730329726,49688.699394693336,58271.01418458557,71268.43911742383,40096.472635636834,47219.53794216195,53209.709422201224,27619.608697127052,33186.952043831705,45887.61925904125,27816.589874326266,33803.36250617455,45973.78761949919,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
1241.2412412412414,39957.384992575564,40179.68840463835,45186.1114629651,47454.359916860325,49869.42472103788,50236.89692118022,53114.67911543742,65222.48560145603,71234.35450837607,93825.29435547312,40104.770421622154,47007.151773915684,49379.67744019808,49734.49613087688,50119.314561099556,53230.70886938913,71205.16919338894,85814.9916095096,40224.275287687866,45802.96557046236,49311.470248257225,50227.78479523659,65183.44592283191,71158.40621230825,93846.61196321578,40259.16179807377,49686.45471212355,58267.613629431624,71274.24986037107,40085.509233603094,47227.22807559621,53212.982690800694,27604.577613706464,33200.88856965611,45888.71381663742,27814.236823387142,33798.84055593777,45980.66262067508,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
1281.2812812812813,39937.333651093664,40174.268784502514,45151.849090818796,47463.595581446156,49879.946839888,50270.55551477348,53111.87757267304,65226.38954656251,71237.77713940886,93827.08627883304,40094.654532586734,47000.77238343105,49371.16449653148,49737.78017575908,50134.22890450697,53235.175205952124,71206.67323310336,85815.83106812925,40221.79546239911,45793.83783151179,49301.21359188766,50246.62375899537,65184.843096138466,71156.8539889447,93849.79227012295,40258.990783195324,49684.13591794964,58264.106698499774,71280.24660035525,40074.21680752561,47235.13683265521,53216.36635981919,27589.133750265057,33215.20135536748,45889.84489436747,27811.8047620311,33794.179425351016,45987.75581261788,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
1321.3213213213214,39916.63802522185,40168.67238223256,45117.587933999486,47472.30818479276,49890.70129682423,50305.088486074135,53109.02798528182,65230.41131422453,71241.30886651331,93828.9355248354,40084.23936031549,46994.17487074484,49362.7743710686,49741.14985814407,50149.24298450329,53239.776470367564,71208.2247948146,85816.69729004151,40219.234019488795,45784.45771025618,49291.09223387872,50265.56458260269,65186.28518364808,71155.25346926812,93853.07280085741,40258.81425054485,49681.742963344026,58260.4938747049,71286.42891140623,40062.59803069163,47243.26124862411,53219.86072068425,27573.283503424085,33229.883942856,45891.01255371992,27809.293511875112,33789.37996727311,45995.066520851775,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
1361.3613613613616,39895.29826192446,40162.898817015615,45083.354167999525,47480.49957014229,49901.68238750593,50340.46947414039,53106.13510864978,65234.550350420635,71244.9497278051,93830.84213439627,40073.526805093454,46987.35837832921,49354.50750514272,49744.603451461415,50164.357683702765,53244.51203300404,71209.8238573567,85817.59028590962,40216.590688301716,45774.82839793719,49281.10502577518,50284.60541912398,65187.77223726328,71153.60474483477,93856.45348676392,40258.63219173803,49679.27579809661,58256.77565438088,71292.79635578449,40050.65562236246,47251.59830464305,53223.46607299449,27557.033297998714,33244.929843829756,45892.21685817153,27806.702889157074,33784.443057662174,46002.59405318075,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
1401.4014014014015,39873.31463345763,40156.94770569629,45049.17221367371,47488.17360792802,49912.88437914267,50376.67143644141,53103.20402496383,65238.80608692353,71248.69976207837,93832.80614969459,40062.518804554944,46980.322099804725,49346.36426623166,49748.13918331802,50179.573933389576,53249.38124707178,71211.47039890569,85818.51006672364,40213.865189967066,45764.9531399779,49271.25076919302,50303.74442334287,65189.30431039764,71151.90790996134,93859.93425716017,40258.444598122274,49676.734370630555,58252.952547111934,71299.34848413523,40038.39234495796,47260.14493062904,53227.182724412996,27540.389577547267,33260.332549262166,45893.45787319057,27804.032704764315,33779.36959523071,46010.33770000497,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
1441.4414414414414,39850.68754529373,40150.81866356684,45015.064871973314,47495.33593461811,49924.30152557936,50413.66672464278,53100.24016985098,65243.17794154162,71252.55900876156,93834.82761417172,40051.217332106295,46973.065284018805,49338.34494767502,49751.75523692898,50194.89270964424,53254.38344884731,71213.16439697877,85819.4566438006,40211.05723741409,45754.83523282103,49261.52821881671,50322.97975191557,65190.881457968055,71150.16306172012,93863.5150393445,40258.25146077592,49674.118628018485,58249.02507556054,71306.08483564506,40025.81100125865,47268.898008184595,53231.01099055675,27523.358795331456,33276.08553842834,45894.7356662402,27801.282764263247,33774.16050109405,46018.2967346427,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
1481.4814814814815,39827.417543795964,40144.5113051706,44981.05344424891,47501.99371073107,49935.92807949516,50451.427155781974,53097.24936200629,65247.66531836524,71256.52750787241,93836.9065725325,40039.62439534545,46965.587238890046,49330.449768382525,49755.44975266423,50210.31502959157,53259.51795790753,71214.9058284342,85820.43002878453,40208.16653538903,45744.47802078034,49251.936085245834,50342.30956366152,65192.503736386214,71148.37029993365,93867.19575860344,40258.05277050714,49671.42851599917,58244.99377529166,71313.00493820205,40012.914431630365,47277.8543734877,53234.95119488194,27505.947405698276,33292.182287519754,45896.050306781966,27798.452867930184,33768.81671841244,46026.47041365737,27851.100000000002,33871.100000000006,0.0,27851.100000000002,45871.54
