delta_B,1_A_1_0,1_A_1_1,1_E_0,1_E_1,1_T_1,1_T_2_0,1_T_2_1,3_A_2,3_T_1_0,3_T_1_1,3_T_2
0.0,21.41747572815534,54.96116504854369,14.41747572815534,21.41747572815534,21.41747572815534,14.41747572815534,21.41747572815534,0.0,0.0,15.0,0.0
0.03887382528159227,21.44853155958576,55.00785686767645,14.450585014912756,21.462114091961105,21.456349553436933,14.472956937508888,21.478615994646567,0.0,0.06995674122819799,15.046664734616577,0.03887382528159171
0.07774765056318454,21.479501014175963,55.054635063649435,14.483273443464425,21.507173313972622,21.495223378718524,14.528332665475942,21.53986174252429,0.0,0.13988109338146015,15.093361858308093,0.07774765056318518
0.11662147584477683,21.51038421387864,55.10149951450994,14.515543233336459,21.552651174663772,21.534097204000116,14.583603176752543,21.60121270709247,0.0,0.20977290529587478,15.140091522238455,0.11662147584477689
0.15549530112636908,21.54118128174406,55.148450097207714,14.54739673708494,21.59854532147848,21.57297102928171,14.638768744590795,21.662668615098994,0.0,0.27963202529290976,15.186853878086199,0.15549530112637036
0.19436912640796133,21.5718923419111,55.19548668760385,14.578836436273225,21.64485327285338,21.6118448545633,14.693829650680193,21.72422918485437,0.0,0.3494583011820599,15.233649078041825,0.19436912640796206
0.23324295168955367,21.602517519598337,55.2426091604798,14.609864937284717,21.69157242240507,21.650718679844893,14.748786185026013,21.785894126353327,0.0,0.4192515802635736,15.280477274805088,0.23324295168955378
0.2721167769711459,21.633056941094974,55.28981738954635,14.64048496698675,21.738700043266224,21.689592505126488,14.803638645824885,21.847663141399238,0.0,0.48901170933128296,15.327338621582156,0.2721167769711472
0.31099060225273817,21.663510733751824,55.33711124745268,14.67069936826142,21.786233292554737,21.728466330408082,14.858387339337678,21.909535923731212,0.0,0.5587385346755096,15.374233272082703,0.31099060225273717
0.34986442753433045,21.69387902597219,55.3844906057955,14.700511095419435,21.834169215959907,21.767340155689674,14.913032579759816,21.97151215915385,0.0,0.6284319020860882,15.4211613805169,0.3498644275343289
0.38873825281592267,21.724161947202713,55.431955335128166,14.729923209512894,21.882504752429632,21.806213980971265,14.967574689089146,22.0335915256693,0.0,0.6980916568554508,15.468123101592315,0.38873825281592234
0.42761207809751506,21.754359627924185,55.47950530496988,14.758938873563027,21.93123673894268,21.845087806252856,15.022013996991454,22.09577369361177,0.0,0.7677176437818365,15.515118590510708,0.42761207809751406
0.46648590337910734,21.784472199642334,55.52714038381492,14.787561347718626,21.98036191535027,21.883961631534447,15.076350840663824,22.158058325784175,0.0,0.8373097071725805,15.562148002964745,0.46648590337910756
0.5053597286606996,21.814499794878525,55.5748604391419,14.81579398436071,22.029876929271367,21.92283545681604,15.130585564695867,22.220445077596906,0.0,0.9068676908474974,15.609211495134602,0.5053597286606992
0.5442335539422918,21.84444254716048,55.622665337423136,14.84364022316869,22.07977834102657,21.96170928209763,15.18471852092904,22.282933597208515,0.0,0.9763914381423834,15.65630922368449,0.544233553942291
0.5831073792238842,21.87430059101293,55.670554944133876,14.871103586162825,22.130062628595624,22.00058310737922,15.238750068314102,22.345523525668227,0.0,1.0458807919126027,15.703441345759051,0.5831073792238844
0.6219812045054763,21.9040740619482,55.71852912376178,14.898187672737354,22.180726192584277,22.039456932660816,15.292680572766896,22.40821449706021,0.0,1.1153355945367516,15.750608018979676,0.6219812045054761
0.6608550297870687,21.933763096456865,55.76658773981631,14.924896154698231,22.231765361186586,22.07833075794241,15.346510407022524,22.471006138649365,0.0,1.1847556879204841,15.797809401440723,0.6608550297870696
0.6997288550686609,21.96336783199824,55.81473065483811,14.951232771318685,22.28317639512932,22.117204583224,15.400239950488096,22.533898071028567,0.0,1.2541409135003765,15.845045651705604,0.6997288550686613
0.7386026803502532,21.992888406990936,55.862957730408596,14.977201324425339,22.33495549258585,22.156078408505593,15.453869589094124,22.596889908267315,0.0,1.3234911122479398,15.89231692880282,0.738602680350253
0.7774765056318453,22.022324960803378,55.91126882715934,15.002805673526968,22.3870987940474,22.194952233787188,15.50739971514474,22.659981258061478,0.0,1.392806124673707,15.939623392221831,0.7774765056318464
0.8163503309134379,22.051677633744195,55.959663804781705,15.028049730997168,22.43960238714039,22.23382605906878,15.560830727166799,22.723171721884192,0.0,1.4620857908314489,15.986965201908864,0.8163503309134382
0.8552241561950301,22.080946567052774,56.008142522036316,15.052937457321658,22.492462311379082,22.272699884350367,15.614163029758059,22.78646089513771,0.0,1.5313299503224866,16.034342518262605,0.8552241561950299
0.8940979814766223,22.110131902889574,56.0567048367627,15.07747285642015,22.54567456284378,22.311573709631965,15.667397033434478,22.84984836730607,0.0,1.6005384423001072,16.08175550212976,0.8940979814766233
0.9329718067582147,22.139233784326557,56.10535060588891,15.101659971051886,22.599235098775225,22.350447534913556,15.720533154476838,22.913333722108487,0.0,1.6697111054740938,16.12920431480055,0.9329718067582133
0.9718456320398069,22.168252355337568,56.154079685441076,15.125502878313393,22.6531398420769,22.389321360195147,15.77357181477674,22.97691653765336,0.0,1.7388477781153755,16.17668911800405,0.9718456320398068
1.0107194573213991,22.197187760788683,56.20289193055314,15.149005685236052,22.70738468571743,22.42819518547674,15.82651344168211,23.040596386592764,0.0,1.8079482980607555,16.22421007390344,1.0107194573213985
1.0495932826029912,22.22604014642851,56.251787195476496,15.172172524490449,22.76196549702621,22.46706901075833,15.879358467842357,23.104372836277296,0.0,1.877012502717804,16.27176734509117,1.0495932826029901
1.0884671078845836,22.25480965887853,56.300765333589666,15.195007550203753,22.816878121876094,22.50594283603992,15.932107331053276,23.168245448911154,0.0,1.946040229069806,16.319361094583947,1.0884671078845836
